,visit_day,restaurant,shift_category,max_guests TW,capacity,full TW,max_guests LW,full LW,max_guests vs LW,max_guests vs LW %
145,2020-12-10,Bluebird White City,DINNER,29.0,82.0,0.35365853658536583,13.0,0.15853658536585366,16.0,1.2307692307692308
146,2020-12-10,Butlers Wharf Chophouse Restaurant,LUNCH,69.0,81.0,0.8518518518518519,0.0,0.0,69.0,1.0
147,2020-12-10,Butlers Wharf Chophouse Restaurant,DINNER,97.0,81.0,1.1975308641975309,40.0,0.49382716049382713,57.0,1.4249999999999998
148,2020-12-10,Cantina del Ponte,LUNCH,8.0,44.0,0.18181818181818182,0.0,0.0,8.0,1.0
149,2020-12-10,Cantina del Ponte,DINNER,53.0,44.0,1.2045454545454546,49.0,1.1136363636363635,4.0,0.08163265306122458
150,2020-12-10,Coq d'Argent,LUNCH,171.0,72.0,2.375,0.0,0.0,171.0,1.0
151,2020-12-10,Coq d'Argent,DINNER,137.0,72.0,1.9027777777777777,93.0,1.2916666666666667,44.0,0.4731182795698925
152,2020-12-10,Crafthouse,LUNCH,0.0,72.0,0.0,0.0,0.0,0.0,0.0
153,2020-12-10,Crafthouse,DINNER,0.0,72.0,0.0,0.0,0.0,0.0,0.0
154,2020-12-10,East 59th,LUNCH,0.0,52.0,0.0,0.0,0.0,0.0,0.0
155,2020-12-10,East 59th,DINNER,0.0,52.0,0.0,0.0,0.0,0.0,0.0
156,2020-12-10,Fish Market,LUNCH,9.0,73.0,0.1232876712328767,0.0,0.0,9.0,1.0
157,2020-12-10,Fish Market,DINNER,15.0,73.0,0.2054794520547945,0.0,0.0,15.0,1.0
158,2020-12-10,Fiume,LUNCH,9.0,56.0,0.16071428571428573,0.0,0.0,9.0,1.0
159,2020-12-10,Fiume,DINNER,53.0,56.0,0.9464285714285714,19.0,0.3392857142857143,34.0,1.789473684210526
160,2020-12-10,German Gymnasium,LUNCH,253.0,99.0,2.5555555555555554,0.0,0.0,253.0,1.0
161,2020-12-10,German Gymnasium,DINNER,265.0,99.0,2.676767676767677,118.0,1.1919191919191918,147.0,1.2457627118644066
