,visit_day,restaurant,shift_category,max_guests
1392,2021-01-09,Cantina del Ponte,LUNCH,2.0
1393,2021-01-09,Crafthouse,DINNER,2.0
1394,2021-01-09,Crafthouse,LUNCH,3.0
1395,2021-01-09,East 59th,DINNER,17.0
1396,2021-01-09,Grand Café & Restaurant,LUNCH,4.0
1397,2021-01-09,Issho Restaurant,DINNER,4.0
1398,2021-01-09,Klosterhaus,DINNER,14.0
1399,2021-01-09,Klosterhaus,LUNCH,2.0
1400,2021-01-09,Launceston Place,DINNER,2.0
1401,2021-01-09,Madison Restaurant,LUNCH,47.0
1402,2021-01-09,New Street Grill,LUNCH,6.0
1403,2021-01-09,Orrery,DINNER,2.0
1404,2021-01-09,Paternoster Chophouse,DINNER,18.0
1405,2021-01-09,Plateau Restaurant,DINNER,2.0
1406,2021-01-09,Plateau Terrace,LUNCH,6.0
1407,2021-01-09,Pont de la Tour Restaurant,DINNER,2.0
1408,2021-01-09,Pont de la Tour Restaurant,LUNCH,5.0
1409,2021-01-09,Quaglino's Bar,DINNER,2.0
1410,2021-01-09,Quaglino's Bar,LUNCH,5.0
1411,2021-01-09,Quaglino’s Restaurant,DINNER,30.0
1412,2021-01-09,Quaglino’s Restaurant,LUNCH,19.0
1413,2021-01-10,100 Wardour St. Restaurant & Club,LUNCH,8.0
1414,2021-01-10,14 Hills,LUNCH,3.0
1415,2021-01-10,20 Stories,LUNCH,2.0
1416,2021-01-10,Crafthouse,LUNCH,2.0
1417,2021-01-10,East 59th,LUNCH,4.0
1418,2021-01-10,Grand Café & Restaurant,LUNCH,4.0
1419,2021-01-10,Klosterhaus,LUNCH,4.0
1420,2021-01-10,Launceston Place,LUNCH,3.0
1421,2021-01-10,Madison Restaurant,LUNCH,6.0
1422,2021-01-10,Orrery,LUNCH,4.0
1423,2021-01-10,Paternoster Chophouse,LUNCH,4.0
1424,2021-01-10,Quaglino’s Restaurant,LUNCH,12.0
1425,2021-01-10,The Modern Pantry,LUNCH,2.0
1426,2021-01-11,14 Hills,DINNER,2.0
1427,2021-01-11,Coq d'Argent Grill,LUNCH,4.0
1428,2021-01-11,Klosterhaus,DINNER,2.0
1429,2021-01-11,Orrery,LUNCH,2.0
1430,2021-01-11,Quaglino's PDR,DINNER,14.0
1431,2021-01-11,Sartoria,LUNCH,1.0
1432,2021-01-11,Skylon Restaurant,DINNER,1.0
1433,2021-01-12,20 Stories,LUNCH,4.0
1434,2021-01-12,Aster Restaurant,DINNER,6.0
1435,2021-01-12,Coq d'Argent Restaurant,LUNCH,2.0
1436,2021-01-12,Orrery,DINNER,6.0
1437,2021-01-12,Quaglino’s Restaurant,DINNER,2.0
1438,2021-01-13,Angler Restaurant,DINNER,2.0
1439,2021-01-13,Bluebird Chelsea Restaurant,DINNER,1.0
1440,2021-01-13,Grand Café & Restaurant,LUNCH,5.0
1441,2021-01-13,Madison Restaurant,DINNER,4.0
1442,2021-01-13,Orrery,LUNCH,4.0
1443,2021-01-13,Paternoster Chophouse,DINNER,2.0
1444,2021-01-13,Quaglino's Bar,DINNER,2.0
1445,2021-01-13,South Place Chop House,LUNCH,2.0
1446,2021-01-14,100 Wardour St. Restaurant & Club,DINNER,4.0
1447,2021-01-14,14 Hills,DINNER,12.0
1448,2021-01-14,20 Stories,LUNCH,4.0
1449,2021-01-14,Avenue,LUNCH,2.0
1450,2021-01-14,Coq d'Argent Grill,DINNER,6.0
1451,2021-01-14,East 59th,LUNCH,2.0
1452,2021-01-14,Grand Café & Restaurant,LUNCH,6.0
1453,2021-01-14,Orrery,LUNCH,9.0
1454,2021-01-14,Paternoster Chophouse,LUNCH,2.0
1455,2021-01-14,Quaglino’s Restaurant,DINNER,34.0
1456,2021-01-14,South Place Chop House,LUNCH,5.0
1457,2021-01-15,100 Wardour Lounge Bar,LUNCH,4.0
1458,2021-01-15,20 Stories,LUNCH,24.0
1459,2021-01-15,Angelica,LUNCH,4.0
1460,2021-01-15,Bluebird Chelsea Restaurant,DINNER,2.0
1461,2021-01-15,Bluebird Chelsea Restaurant,LUNCH,2.0
1462,2021-01-15,Butlers Wharf Chophouse Restaurant,LUNCH,2.0
1463,2021-01-15,Cantina del Ponte,DINNER,2.0
1464,2021-01-15,Coq d'Argent Grill,LUNCH,5.0
1465,2021-01-15,Grand Café & Restaurant,DINNER,2.0
1466,2021-01-15,Grand Café & Restaurant,LUNCH,2.0
1467,2021-01-15,Issho Restaurant,DINNER,6.0
1468,2021-01-15,Klosterhaus,DINNER,4.0
1469,2021-01-15,Madison Restaurant,DINNER,8.0
1470,2021-01-15,New Street Grill,DINNER,2.0
1471,2021-01-15,Orrery,DINNER,2.0
1472,2021-01-15,Paternoster Chophouse,DINNER,4.0
1473,2021-01-15,Quaglino’s Restaurant,DINNER,17.0
1474,2021-01-15,Skylon Restaurant,DINNER,2.0
1475,2021-01-15,Skylon Restaurant,LUNCH,6.0
1476,2021-01-16,100 Wardour Street Bar & Lounge,DINNER,8.0
1477,2021-01-16,14 Hills,DINNER,6.0
1478,2021-01-16,20 Stories,LUNCH,36.0
1479,2021-01-16,Angler Restaurant,DINNER,8.0
1480,2021-01-16,Aster Cafe,LUNCH,2.0
1481,2021-01-16,Bluebird Chelsea PDR,LUNCH,100.0
1482,2021-01-16,Bluebird Chelsea Restaurant,DINNER,6.0
1483,2021-01-16,Butlers Wharf Chophouse Restaurant,DINNER,4.0
1484,2021-01-16,Coq d'Argent Grill,LUNCH,4.0
1485,2021-01-16,Crafthouse,LUNCH,8.0
1486,2021-01-16,Grand Café & Restaurant,DINNER,2.0
1487,2021-01-16,Grand Café & Restaurant,LUNCH,7.0
1488,2021-01-16,Issho Restaurant,DINNER,2.0
1489,2021-01-16,Klosterhaus,DINNER,7.0
1490,2021-01-16,Launceston Place,DINNER,2.0
1491,2021-01-16,Madison Restaurant,LUNCH,2.0
1492,2021-01-16,New Street Grill,DINNER,2.0
1493,2021-01-16,New Street Grill,LUNCH,5.0
1494,2021-01-16,Orrery,DINNER,6.0
1495,2021-01-16,Orrery,LUNCH,6.0
1496,2021-01-16,Paternoster Chophouse,DINNER,4.0
1497,2021-01-16,Paternoster Chophouse,LUNCH,4.0
1498,2021-01-16,Plateau Restaurant,DINNER,2.0
1499,2021-01-16,Pont de la Tour Restaurant,DINNER,4.0
1500,2021-01-16,Quaglino's PDR,DINNER,25.0
1501,2021-01-16,Quaglino’s Restaurant,DINNER,21.0
1502,2021-01-16,Quaglino’s Restaurant,LUNCH,11.0
1503,2021-01-16,Skylon Restaurant,DINNER,2.0
1504,2021-01-16,Skylon Restaurant,LUNCH,2.0
1505,2021-01-16,South Place Chop House,LUNCH,16.0
1506,2021-01-16,The Modern Pantry,DINNER,6.0
1507,2021-01-17,14 Hills,LUNCH,4.0
1508,2021-01-17,Bluebird Chelsea PDR,LUNCH,50.0
1509,2021-01-17,Bluebird Chelsea Restaurant,LUNCH,2.0
1510,2021-01-17,Butlers Wharf Chophouse Restaurant,LUNCH,4.0
1511,2021-01-17,Launceston Place,LUNCH,4.0
1512,2021-01-17,Madison Restaurant,LUNCH,8.0
1513,2021-01-17,Quaglino’s Restaurant,LUNCH,4.0
1514,2021-01-17,Skylon Restaurant,LUNCH,6.0
1515,2021-01-18,20 Stories,LUNCH,2.0
1516,2021-01-18,Angelica,LUNCH,2.0
1517,2021-01-18,Klosterhaus,DINNER,2.0
1518,2021-01-18,Madison Restaurant,DINNER,2.0
1519,2021-01-18,Paternoster Chophouse,DINNER,2.0
1520,2021-01-18,Quaglino’s Restaurant,DINNER,2.0
1521,2021-01-19,Aster Cafe,LUNCH,2.0
1522,2021-01-19,Orrery,DINNER,6.0
1523,2021-01-19,Paternoster Chophouse,DINNER,2.0
1524,2021-01-19,Paternoster Chophouse,LUNCH,2.0
1525,2021-01-19,Skylon Restaurant,LUNCH,4.0
1526,2021-01-20,20 Stories,LUNCH,2.0
1527,2021-01-20,Bluebird Chelsea Restaurant,DINNER,15.0
1528,2021-01-20,Bluebird Chelsea Restaurant,LUNCH,4.0
1529,2021-01-20,Coq d'Argent Restaurant,LUNCH,10.0
1530,2021-01-20,Grand Café & Restaurant,LUNCH,3.0
1531,2021-01-20,Madison Restaurant,DINNER,4.0
1532,2021-01-20,Paternoster Chophouse,DINNER,2.0
1533,2021-01-20,Sartoria,LUNCH,2.0
1534,2021-01-21,100 Wardour St Club Bar,LUNCH,2.0
1535,2021-01-21,100 Wardour St. Restaurant & Club,DINNER,2.0
1536,2021-01-21,20 Stories,LUNCH,2.0
1537,2021-01-21,Angelica,DINNER,2.0
1538,2021-01-21,Bluebird Chelsea PDR,LUNCH,40.0
1539,2021-01-21,Orrery,LUNCH,2.0
1540,2021-01-21,Paternoster Chophouse,DINNER,4.0
1541,2021-01-21,Sartoria,DINNER,2.0
1542,2021-01-22,20 Stories,LUNCH,16.0
1543,2021-01-22,Bluebird Chelsea Restaurant,DINNER,6.0
1544,2021-01-22,Paternoster Chophouse,DINNER,4.0
1545,2021-01-22,Pont de la Tour Restaurant,LUNCH,6.0
1546,2021-01-22,Quaglino's Bar,DINNER,6.0
1547,2021-01-22,Quaglino’s Restaurant,DINNER,10.0
1548,2021-01-22,Sartoria,LUNCH,2.0
1549,2021-01-22,South Place Chop House,LUNCH,3.0
1550,2021-01-23,14 Hills,DINNER,6.0
1551,2021-01-23,20 Stories,LUNCH,10.0
1552,2021-01-23,Angelica,LUNCH,3.0
1553,2021-01-23,Angler Restaurant,DINNER,8.0
1554,2021-01-23,Avenue,LUNCH,4.0
1555,2021-01-23,Bluebird Chelsea Restaurant,LUNCH,6.0
1556,2021-01-23,Coq d'Argent Grill,DINNER,12.0
1557,2021-01-23,Coq d'Argent Restaurant,LUNCH,6.0
1558,2021-01-23,East 59th,DINNER,3.0
1559,2021-01-23,Grand Café & Restaurant,LUNCH,3.0
1560,2021-01-23,Madison Restaurant,LUNCH,11.0
1561,2021-01-23,New Street Grill,LUNCH,6.0
1562,2021-01-23,Orrery,LUNCH,2.0
1563,2021-01-23,Paternoster Chophouse,DINNER,12.0
1564,2021-01-23,Paternoster Chophouse,LUNCH,2.0
1565,2021-01-23,Plateau Restaurant,LUNCH,17.0
1566,2021-01-23,Quaglino's Bar,DINNER,2.0
1567,2021-01-23,Quaglino’s Restaurant,DINNER,6.0
1568,2021-01-24,14 Hills,DINNER,10.0
1569,2021-01-24,20 Stories,LUNCH,8.0
1570,2021-01-24,Fiume,LUNCH,4.0
1571,2021-01-24,Grand Café & Restaurant,LUNCH,6.0
1572,2021-01-24,Madison Restaurant,LUNCH,4.0
1573,2021-01-24,Quaglino’s Restaurant,LUNCH,20.0
1574,2021-01-25,14 Hills,DINNER,2.0
1575,2021-01-25,20 Stories,LUNCH,4.0
1576,2021-01-26,Bluebird Chelsea Restaurant,DINNER,2.0
1577,2021-01-26,Paternoster Chophouse,LUNCH,1.0
1578,2021-01-27,Aster Cafe,LUNCH,2.0
1579,2021-01-27,Madison Restaurant,DINNER,3.0
1580,2021-01-27,Paternoster Chophouse,DINNER,2.0
1581,2021-01-27,Paternoster Chophouse,LUNCH,2.0
1582,2021-01-28,100 Wardour St. Restaurant & Club,DINNER,4.0
1583,2021-01-28,14 Hills,DINNER,2.0
1584,2021-01-28,Angler Restaurant,DINNER,8.0
1585,2021-01-28,Angler Restaurant,LUNCH,6.0
1586,2021-01-28,Crafthouse,DINNER,2.0
1587,2021-01-28,Grand Café & Restaurant,DINNER,5.0
1588,2021-01-28,Madison Restaurant,DINNER,2.0
1589,2021-01-28,Quaglino’s Restaurant,DINNER,6.0
1590,2021-01-29,100 Wardour St. Restaurant & Club,DINNER,13.0
1591,2021-01-29,14 Hills,DINNER,4.0
1592,2021-01-29,14 Hills,LUNCH,4.0
1593,2021-01-29,20 Stories,LUNCH,10.0
1594,2021-01-29,Launceston Place,LUNCH,3.0
1595,2021-01-29,Madison Restaurant,DINNER,6.0
1596,2021-01-29,Orrery,DINNER,2.0
1597,2021-01-29,Paternoster Chophouse,DINNER,6.0
1598,2021-01-29,Plateau Restaurant,DINNER,2.0
1599,2021-01-29,Quaglino’s Restaurant,DINNER,4.0
1600,2021-01-29,Skylon Restaurant,LUNCH,2.0
1601,2021-01-30,100 Wardour St. Restaurant & Club,DINNER,6.0
1602,2021-01-30,100 Wardour St. Restaurant & Club,LUNCH,6.0
1603,2021-01-30,14 Hills,DINNER,10.0
1604,2021-01-30,14 Hills,LUNCH,4.0
1605,2021-01-30,20 Stories,LUNCH,24.0
1606,2021-01-30,Angelica,LUNCH,4.0
1607,2021-01-30,Angler Restaurant,DINNER,2.0
1608,2021-01-30,Avenue,LUNCH,4.0
1609,2021-01-30,Bluebird Chelsea Restaurant,DINNER,8.0
1610,2021-01-30,Crafthouse,DINNER,4.0
1611,2021-01-30,Grand Café & Restaurant,LUNCH,2.0
1612,2021-01-30,Issho Restaurant,DINNER,2.0
1613,2021-01-30,Klosterhaus,DINNER,9.0
1614,2021-01-30,Klosterhaus,LUNCH,2.0
1615,2021-01-30,Madison Restaurant,LUNCH,8.0
1616,2021-01-30,New Street Grill,LUNCH,12.0
1617,2021-01-30,Orrery,DINNER,4.0
1618,2021-01-30,Paternoster Chophouse,DINNER,16.0
1619,2021-01-30,Paternoster Chophouse,LUNCH,2.0
1620,2021-01-30,Pont de la Tour Restaurant,LUNCH,10.0
1621,2021-01-30,Quaglino's Bar,DINNER,4.0
1622,2021-01-30,Quaglino's Bar,LUNCH,13.0
1623,2021-01-30,Quaglino’s Restaurant,DINNER,31.0
1624,2021-01-30,Quaglino’s Restaurant,LUNCH,6.0
1625,2021-01-30,Sartoria,DINNER,2.0
1626,2021-01-30,Skylon Restaurant,LUNCH,9.0
1627,2021-01-31,100 Wardour St. Restaurant & Club,LUNCH,4.0
1628,2021-01-31,14 Hills,LUNCH,2.0
1629,2021-01-31,20 Stories,LUNCH,4.0
1630,2021-01-31,Madison Restaurant,LUNCH,8.0
1631,2021-01-31,Plateau Terrace,LUNCH,4.0
1632,2021-01-31,Quaglino’s Restaurant,LUNCH,17.0
1633,2021-01-31,Skylon Restaurant,LUNCH,5.0
1634,2021-02-01,20 Stories,LUNCH,2.0
1635,2021-02-01,Issho Restaurant,LUNCH,3.0
1636,2021-02-01,Paternoster Chophouse,DINNER,2.0
1637,2021-02-01,Paternoster Chophouse,LUNCH,2.0
1638,2021-02-02,20 Stories,LUNCH,4.0
1639,2021-02-02,Quaglino’s Restaurant,DINNER,4.0
1640,2021-02-03,Klosterhaus,DINNER,6.0
1641,2021-02-03,Paternoster Chophouse,DINNER,2.0
1642,2021-02-03,Quaglino’s Restaurant,DINNER,4.0
1643,2021-02-04,20 Stories,LUNCH,2.0
1644,2021-02-04,Aster Restaurant,DINNER,6.0
1645,2021-02-04,Blueprint Café,DINNER,100.0
1646,2021-02-04,Klosterhaus,DINNER,2.0
1647,2021-02-04,Orrery,DINNER,2.0
1648,2021-02-04,Quaglino’s Restaurant,DINNER,3.0
1649,2021-02-05,20 Stories,LUNCH,10.0
1650,2021-02-05,East 59th,DINNER,5.0
1651,2021-02-05,Madison Restaurant,DINNER,3.0
1652,2021-02-05,Paternoster Chophouse,DINNER,4.0
1653,2021-02-05,Quaglino’s Restaurant,DINNER,2.0
1654,2021-02-05,Skylon Restaurant,LUNCH,2.0
1655,2021-02-05,The Modern Pantry,LUNCH,2.0
1656,2021-02-06,100 Wardour St. Restaurant & Club,LUNCH,6.0
1657,2021-02-06,100 Wardour Street Bar & Lounge,LUNCH,17.0
1658,2021-02-06,14 Hills,DINNER,2.0
1659,2021-02-06,14 Hills,LUNCH,16.0
1660,2021-02-06,20 Stories,LUNCH,6.0
1661,2021-02-06,Angler Restaurant,DINNER,2.0
1662,2021-02-06,Crafthouse,DINNER,20.0
1663,2021-02-06,Launceston Place,DINNER,2.0
1664,2021-02-06,Madison Restaurant,LUNCH,6.0
1665,2021-02-06,Paternoster Chophouse,DINNER,8.0
1666,2021-02-06,Paternoster Chophouse,LUNCH,2.0
1667,2021-02-06,Quaglino's PDR,DINNER,25.0
1668,2021-02-06,Quaglino’s Restaurant,DINNER,11.0
1669,2021-02-06,Sartoria,DINNER,3.0
1670,2021-02-06,Skylon Restaurant,LUNCH,2.0
1671,2021-02-06,South Place Chop House,LUNCH,3.0
1672,2021-02-07,20 Stories,LUNCH,10.0
1673,2021-02-07,Bluebird Chelsea Restaurant,LUNCH,2.0
1674,2021-02-07,Crafthouse,LUNCH,15.0
1675,2021-02-07,Paternoster Chophouse,LUNCH,6.0
1676,2021-02-07,Quaglino’s Restaurant,LUNCH,10.0
1677,2021-02-07,South Place Chop House,LUNCH,3.0
1678,2021-02-08,Angelica,LUNCH,2.0
1679,2021-02-10,20 Stories,LUNCH,5.0
1680,2021-02-10,Angelica,DINNER,2.0
1681,2021-02-11,100 Wardour St. Restaurant & Club,DINNER,2.0
1682,2021-02-11,20 Stories,LUNCH,40.0
1683,2021-02-11,Skylon Restaurant,DINNER,4.0
1684,2021-02-12,100 Wardour Street Bar & Lounge,DINNER,2.0
1685,2021-02-12,20 Stories,LUNCH,18.0
1686,2021-02-12,Bluebird Chelsea PDR,LUNCH,40.0
1687,2021-02-12,Crafthouse,DINNER,2.0
1688,2021-02-12,Grand Café & Restaurant,DINNER,6.0
1689,2021-02-12,Madison Restaurant,DINNER,4.0
1690,2021-02-12,Orrery,LUNCH,4.0
1691,2021-02-12,Paternoster Chophouse,DINNER,4.0
1692,2021-02-12,Quaglino’s Restaurant,DINNER,2.0
1693,2021-02-12,Skylon Restaurant,LUNCH,2.0
1694,2021-02-13,100 Wardour St. Restaurant & Club,DINNER,8.0
1695,2021-02-13,14 Hills,DINNER,8.0
1696,2021-02-13,20 Stories,LUNCH,36.0
1697,2021-02-13,Angler Restaurant,DINNER,4.0
1698,2021-02-13,Aster Cafe,LUNCH,2.0
1699,2021-02-13,Bluebird Chelsea Restaurant,LUNCH,6.0
1700,2021-02-13,Butlers Wharf Chophouse Restaurant,DINNER,2.0
1701,2021-02-13,Crafthouse,DINNER,2.0
1702,2021-02-13,Crafthouse,LUNCH,6.0
1703,2021-02-13,Madison Restaurant,LUNCH,12.0
1704,2021-02-13,Paternoster Chophouse,DINNER,38.0
1705,2021-02-13,Paternoster Chophouse,LUNCH,6.0
1706,2021-02-13,Pont de la Tour Restaurant,DINNER,4.0
1707,2021-02-13,Quaglino's Bar,DINNER,2.0
1708,2021-02-13,Quaglino's Bar,LUNCH,2.0
1709,2021-02-13,Quaglino's PDR,DINNER,15.0
1710,2021-02-13,Quaglino's PDR,LUNCH,30.0
1711,2021-02-13,Quaglino’s Restaurant,DINNER,16.0
1712,2021-02-13,South Place Chop House,LUNCH,2.0
1713,2021-02-14,14 Hills,DINNER,6.0
1714,2021-02-14,14 Hills,LUNCH,8.0
1715,2021-02-14,Bluebird Chelsea Restaurant,LUNCH,2.0
1716,2021-02-14,Coq d'Argent Restaurant,LUNCH,2.0
1717,2021-02-14,Klosterhaus,LUNCH,6.0
1718,2021-02-14,Launceston Place,DINNER,2.0
1719,2021-02-14,Madison Restaurant,LUNCH,2.0
1720,2021-02-14,Orrery,DINNER,2.0
1721,2021-02-14,Paternoster Chophouse,LUNCH,48.0
1722,2021-02-14,Plateau Terrace,LUNCH,2.0
1723,2021-02-14,Quaglino's Bar,LUNCH,8.0
1724,2021-02-14,Quaglino’s Restaurant,LUNCH,12.0
1725,2021-02-14,Skylon Restaurant,DINNER,2.0
1726,2021-02-15,20 Stories,LUNCH,8.0
1727,2021-02-15,Klosterhaus,DINNER,2.0
1728,2021-02-15,Madison Restaurant,DINNER,8.0
1729,2021-02-15,Orrery,DINNER,2.0
1730,2021-02-15,Paternoster Chophouse,DINNER,2.0
1731,2021-02-16,20 Stories,LUNCH,4.0
1732,2021-02-16,Coq d'Argent Restaurant,LUNCH,5.0
1733,2021-02-16,Skylon Restaurant,LUNCH,2.0
1734,2021-02-17,20 Stories,LUNCH,4.0
1735,2021-02-18,20 Stories,LUNCH,2.0
1736,2021-02-18,Angelica,DINNER,2.0
1737,2021-02-18,Paternoster Chophouse,DINNER,6.0
1738,2021-02-18,Quaglino's PDR,DINNER,20.0
1739,2021-02-19,20 Stories,LUNCH,12.0
1740,2021-02-19,Angelica,LUNCH,2.0
1741,2021-02-19,Angler Restaurant,DINNER,2.0
1742,2021-02-19,Coq d'Argent Grill,DINNER,6.0
1743,2021-02-19,Paternoster Chophouse,DINNER,2.0
1744,2021-02-19,Quaglino’s Restaurant,DINNER,2.0
1745,2021-02-20,14 Hills,DINNER,22.0
1746,2021-02-20,20 Stories,LUNCH,14.0
1747,2021-02-20,Avenue,LUNCH,27.0
1748,2021-02-20,Bluebird Chelsea PDR,LUNCH,20.0
1749,2021-02-20,Bluebird Chelsea Restaurant,LUNCH,3.0
1750,2021-02-20,Coq d'Argent Grill,DINNER,6.0
1751,2021-02-20,Klosterhaus,DINNER,6.0
1752,2021-02-20,Madison Restaurant,LUNCH,33.0
1753,2021-02-20,Orrery,DINNER,5.0
1754,2021-02-20,Orrery,LUNCH,16.0
1755,2021-02-20,Paternoster Chophouse,DINNER,4.0
1756,2021-02-20,Quaglino's PDR,DINNER,50.0
1757,2021-02-20,Quaglino’s Restaurant,DINNER,2.0
1758,2021-02-22,New Street Grill,DINNER,2.0
1759,2021-02-22,Orrery,LUNCH,2.0
1760,2021-02-22,Quaglino’s Restaurant,DINNER,2.0
1761,2021-02-23,20 Stories,LUNCH,5.0
1762,2021-02-23,Quaglino's Bar,DINNER,2.0
1763,2021-02-24,14 Hills,LUNCH,4.0
1764,2021-02-24,Paternoster Chophouse,DINNER,2.0
1765,2021-02-24,Quaglino's PDR,DINNER,11.0
1766,2021-02-25,20 Stories,LUNCH,3.0
1767,2021-02-25,Bluebird Chelsea PDR,LUNCH,15.0
1768,2021-02-25,Paternoster Chophouse,DINNER,4.0
1769,2021-02-26,100 Wardour Lounge Bar,LUNCH,2.0
1770,2021-02-26,20 Stories,LUNCH,2.0
1771,2021-02-26,Bluebird Chelsea Restaurant,LUNCH,2.0
1772,2021-02-26,Paternoster Chophouse,DINNER,2.0
1773,2021-02-26,Skylon Restaurant,LUNCH,6.0
1774,2021-02-27,100 Wardour St. Restaurant & Club,DINNER,19.0
1775,2021-02-27,20 Stories,LUNCH,10.0
1776,2021-02-27,Avenue,LUNCH,2.0
1777,2021-02-27,Crafthouse,DINNER,2.0
1778,2021-02-27,Madison Restaurant,LUNCH,2.0
1779,2021-02-27,Orrery,DINNER,80.0
1780,2021-02-27,Paternoster Chophouse,DINNER,8.0
1781,2021-02-27,Paternoster Chophouse,LUNCH,2.0
1782,2021-02-27,Quaglino's Bar,DINNER,2.0
1783,2021-02-27,Quaglino's PDR,DINNER,17.0
1784,2021-02-27,Quaglino’s Restaurant,DINNER,4.0
1785,2021-02-27,Skylon Restaurant,LUNCH,4.0
1786,2021-03-03,20 Stories,LUNCH,5.0
1787,2021-03-04,20 Stories,LUNCH,2.0
1788,2021-03-04,Angelica,DINNER,2.0
1789,2021-03-04,Avenue,DINNER,6.0
1790,2021-03-04,Madison Restaurant,DINNER,2.0
1791,2021-03-04,Orrery,DINNER,2.0
1792,2021-03-04,Sartoria,LUNCH,2.0
1793,2021-03-05,Paternoster Chophouse,DINNER,4.0
1794,2021-03-05,Quaglino’s Restaurant,DINNER,4.0
1795,2021-03-05,Sartoria,DINNER,6.0
1796,2021-03-06,100 Wardour Street Bar & Lounge,LUNCH,21.0
1797,2021-03-06,Angler Restaurant,DINNER,7.0
1798,2021-03-06,Bluebird Chelsea Restaurant,DINNER,6.0
1799,2021-03-06,Bluebird Chelsea Restaurant,LUNCH,2.0
1800,2021-03-06,Launceston Place,DINNER,7.0
1801,2021-03-06,New Street Grill,LUNCH,6.0
1802,2021-03-06,Paternoster Chophouse,DINNER,10.0
1803,2021-03-06,Paternoster Chophouse,LUNCH,4.0
1804,2021-03-06,Quaglino's PDR,DINNER,24.0
1805,2021-03-06,Quaglino's PDR,LUNCH,20.0
1806,2021-03-06,Quaglino’s Restaurant,DINNER,20.0
1807,2021-03-06,Skylon Restaurant,LUNCH,4.0
1808,2021-03-06,South Place Chop House,LUNCH,2.0
1809,2021-03-07,20 Stories,LUNCH,2.0
1810,2021-03-10,Bluebird Chelsea PDR,LUNCH,100.0
1811,2021-03-10,Paternoster Chophouse,DINNER,2.0
1812,2021-03-11,Bluebird Chelsea PDR,LUNCH,80.0
1813,2021-03-11,Skylon Restaurant,DINNER,4.0
1814,2021-03-12,20 Stories,LUNCH,6.0
1815,2021-03-12,Issho Restaurant,LUNCH,4.0
1816,2021-03-12,Paternoster Chophouse,DINNER,4.0
1817,2021-03-12,Skylon Restaurant,LUNCH,2.0
1818,2021-03-13,14 Hills,LUNCH,6.0
1819,2021-03-13,Quaglino’s Restaurant,DINNER,3.0
1820,2021-03-15,Madison Restaurant,DINNER,4.0
1821,2021-03-16,100 Wardour St. Restaurant & Club,DINNER,2.0
1822,2021-03-16,Skylon Restaurant,LUNCH,2.0
1823,2021-03-16,South Place Chop House,LUNCH,2.0
1824,2021-03-17,Quaglino's PDR,LUNCH,20.0
1825,2021-03-17,Sartoria,DINNER,20.0
1826,2021-03-18,20 Stories,LUNCH,30.0
1827,2021-03-18,Sartoria,LUNCH,30.0
1828,2021-03-19,20 Stories,LUNCH,2.0
1829,2021-03-19,Skylon Restaurant,LUNCH,4.0
1830,2021-03-20,100 Wardour St. Restaurant & Club,LUNCH,17.0
1831,2021-03-20,14 Hills,LUNCH,3.0
1832,2021-03-20,20 Stories,LUNCH,4.0
1833,2021-03-20,Orrery,LUNCH,11.0
1834,2021-03-20,Paternoster Chophouse,DINNER,7.0
1835,2021-03-20,Quaglino's PDR,DINNER,18.0
1836,2021-03-21,Madison Restaurant,LUNCH,2.0
1837,2021-03-23,Butlers Wharf Chophouse Restaurant,DINNER,120.0
1838,2021-03-23,Pont de la Tour Restaurant,DINNER,18.0
1839,2021-03-24,20 Stories,LUNCH,2.0
1840,2021-03-24,Aster Restaurant,DINNER,35.0
1841,2021-03-25,Paternoster Chophouse,DINNER,2.0
1842,2021-03-25,Quaglino’s Restaurant,DINNER,2.0
1843,2021-03-26,Angler Restaurant,DINNER,13.0
1844,2021-03-26,East 59th,DINNER,12.0
1845,2021-03-26,Madison Restaurant,DINNER,2.0
1846,2021-03-26,Skylon Restaurant,LUNCH,4.0
1847,2021-03-27,100 Wardour St. Restaurant & Club,LUNCH,16.0
1848,2021-03-27,14 Hills,LUNCH,2.0
1849,2021-03-27,Angler Restaurant,DINNER,2.0
1850,2021-03-27,Bluebird Chelsea PDR,LUNCH,25.0
1851,2021-03-27,Bluebird Chelsea Restaurant,DINNER,4.0
1852,2021-03-27,East 59th,DINNER,4.0
1853,2021-03-27,Klosterhaus,DINNER,2.0
1854,2021-03-27,Madison Restaurant,LUNCH,2.0
1855,2021-03-27,Quaglino's Bar,LUNCH,10.0
1856,2021-03-27,Quaglino's PDR,LUNCH,31.0
1857,2021-03-27,Quaglino’s Restaurant,DINNER,6.0
1858,2021-03-27,Quaglino’s Restaurant,LUNCH,10.0
1859,2021-03-27,Skylon Restaurant,DINNER,2.0
1860,2021-03-28,Madison Restaurant,LUNCH,2.0
1861,2021-03-28,Quaglino’s Restaurant,LUNCH,6.0
1862,2021-03-28,Skylon Restaurant,LUNCH,8.0
1863,2021-03-29,Paternoster Chophouse,DINNER,2.0
1864,2021-03-30,20 Stories,LUNCH,16.0
1865,2021-03-30,Paternoster Chophouse,DINNER,2.0
1866,2021-03-30,Quaglino’s Restaurant,DINNER,14.0
1867,2021-03-31,20 Stories,LUNCH,2.0
1868,2021-03-31,East 59th,LUNCH,2.0
1869,2021-04-01,20 Stories,LUNCH,4.0
1870,2021-04-02,20 Stories,LUNCH,4.0
