,visit_day,restaurant,shift_category,max_guests
1871,2021-04-02,Paternoster Chophouse,DINNER,2.0
1872,2021-04-03,20 Stories,LUNCH,14.0
1873,2021-04-03,Bluebird Chelsea PDR,LUNCH,30.0
1874,2021-04-03,Bluebird Chelsea Restaurant,LUNCH,3.0
1875,2021-04-03,Paternoster Chophouse,DINNER,4.0
1876,2021-04-03,Paternoster Chophouse,LUNCH,3.0
1877,2021-04-03,Quaglino's PDR,LUNCH,14.0
1878,2021-04-03,Quaglino’s Restaurant,DINNER,6.0
1879,2021-04-04,Angelica,LUNCH,6.0
1880,2021-04-05,20 Stories,LUNCH,2.0
1881,2021-04-05,Quaglino's Bar,LUNCH,2.0
1882,2021-04-08,Skylon Restaurant,DINNER,2.0
1883,2021-04-09,Launceston Place,DINNER,3.0
1884,2021-04-09,Paternoster Chophouse,DINNER,2.0
1885,2021-04-09,Sartoria,DINNER,14.0
1886,2021-04-10,Bluebird Chelsea PDR,LUNCH,2.0
1887,2021-04-10,East 59th,DINNER,10.0
1888,2021-04-10,Madison Restaurant,LUNCH,19.0
1889,2021-04-10,Paternoster Chophouse,DINNER,2.0
1890,2021-04-10,Quaglino’s Restaurant,LUNCH,20.0
1891,2021-04-10,Skylon Restaurant,LUNCH,0.0
1892,2021-04-11,20 Stories,LUNCH,12.0
1893,2021-04-11,Quaglino’s Restaurant,LUNCH,4.0
1894,2021-04-12,Bluebird Chelsea PDR,LUNCH,15.0
1895,2021-04-12,Pont de la Tour Restaurant,DINNER,15.0
1896,2021-04-13,Pont de la Tour Restaurant,DINNER,2.0
1897,2021-04-15,Aster Restaurant,DINNER,14.0
1898,2021-04-15,Paternoster Chophouse,DINNER,2.0
1899,2021-04-16,Quaglino's PDR,DINNER,25.0
1900,2021-04-17,100 Wardour St. Restaurant & Club,DINNER,15.0
1901,2021-04-17,20 Stories,LUNCH,24.0
1902,2021-04-17,Old Bengal Bar,LUNCH,110.0
1903,2021-04-17,Quaglino's PDR,DINNER,24.0
1904,2021-04-17,Quaglino’s Restaurant,DINNER,2.0
1905,2021-04-17,Quaglino’s Restaurant,LUNCH,29.0
1906,2021-04-17,Skylon Restaurant,DINNER,0.0
1907,2021-04-17,South Place Chop House,DINNER,2.0
1908,2021-04-18,Paternoster Chophouse,LUNCH,7.0
1909,2021-04-19,Sartoria,DINNER,2.0
1910,2021-04-22,20 Stories,LUNCH,26.0
1911,2021-04-22,German Gymnasium Restaurant,DINNER,20.0
1912,2021-04-22,Quaglino's PDR,DINNER,25.0
1913,2021-04-23,Paternoster Chophouse,DINNER,4.0
1914,2021-04-24,20 Stories,LUNCH,2.0
1915,2021-04-24,Angler Restaurant,DINNER,6.0
1916,2021-04-24,Bluebird Chelsea PDR,LUNCH,40.0
1917,2021-04-24,Crafthouse,DINNER,2.0
1918,2021-04-24,Paternoster Chophouse,DINNER,4.0
1919,2021-04-24,Quaglino's PDR,DINNER,25.0
1920,2021-04-24,Quaglino’s Restaurant,DINNER,17.0
1921,2021-04-25,Avenue,LUNCH,19.0
1922,2021-04-27,Quaglino's PDR,DINNER,12.0
1923,2021-04-28,Paternoster Chophouse,DINNER,3.0
1924,2021-04-28,Quaglino's PDR,DINNER,12.0
1925,2021-04-29,Skylon Restaurant,DINNER,4.0
1926,2021-04-29,Skylon Restaurant,LUNCH,2.0
1927,2021-04-30,Issho Bar,LUNCH,30.0
1928,2021-04-30,Issho Restaurant,LUNCH,30.0
1929,2021-05-01,100 Wardour St. Restaurant & Club,LUNCH,20.0
1930,2021-05-01,14 Hills,LUNCH,3.0
1931,2021-05-01,20 Stories,LUNCH,4.0
1932,2021-05-01,Quaglino's PDR,DINNER,28.0
1933,2021-05-01,Quaglino's PDR,LUNCH,30.0
1934,2021-05-01,Sartoria,DINNER,30.0
1935,2021-05-01,The Modern Pantry,DINNER,15.0
1936,2021-05-02,Bluebird Chelsea Restaurant,DINNER,11.0
1937,2021-05-06,Coq d'Argent Restaurant,DINNER,12.0
1938,2021-05-06,Skylon Restaurant,DINNER,4.0
1939,2021-05-08,20 Stories,LUNCH,29.0
1940,2021-05-08,Coq d'Argent Grill,DINNER,4.0
1941,2021-05-08,Paternoster Chophouse,LUNCH,2.0
1942,2021-05-08,Quaglino's PDR,DINNER,44.0
1943,2021-05-08,Quaglino's PDR,LUNCH,25.0
1944,2021-05-09,20 Stories,LUNCH,60.0
1945,2021-05-12,Orrery,DINNER,14.0
1946,2021-05-13,Madison Restaurant,DINNER,2.0
1947,2021-05-14,Bluebird Chelsea PDR,LUNCH,34.0
1948,2021-05-14,Skylon Restaurant,LUNCH,2.0
1949,2021-05-15,20 Stories,LUNCH,66.0
1950,2021-05-15,Bluebird Chelsea PDR,LUNCH,15.0
1951,2021-05-15,Quaglino's PDR,DINNER,36.0
1952,2021-05-16,20 Stories,LUNCH,6.0
1953,2021-05-16,Blueprint Café,LUNCH,68.0
1954,2021-05-16,Paternoster Chophouse,LUNCH,2.0
1955,2021-05-17,Bluebird Chelsea PDR,LUNCH,26.0
1956,2021-05-18,Skylon Restaurant,DINNER,2.0
1957,2021-05-19,20 Stories,LUNCH,10.0
1958,2021-05-20,20 Stories,LUNCH,18.0
1959,2021-05-20,Coq d'Argent Grill,DINNER,102.0
1960,2021-05-20,Quaglino’s Restaurant,DINNER,12.0
1961,2021-05-21,Bluebird Chelsea Restaurant,DINNER,4.0
1962,2021-05-21,Bluebird Chelsea Restaurant,LUNCH,2.0
1963,2021-05-21,Paternoster Chophouse,DINNER,2.0
1964,2021-05-21,Quaglino’s Restaurant,DINNER,2.0
1965,2021-05-22,Blueprint Café,DINNER,50.0
1966,2021-05-22,Cantina del Ponte,DINNER,35.0
1967,2021-05-25,Sartoria,DINNER,10.0
1968,2021-05-27,14 Hills,DINNER,24.0
1969,2021-05-27,20 Stories,LUNCH,2.0
1970,2021-05-29,20 Stories,LUNCH,43.0
1971,2021-05-29,Bluebird Chelsea PDR,LUNCH,102.0
1972,2021-05-29,Coq d'Argent Grill,DINNER,40.0
1973,2021-05-31,Paternoster Chophouse,LUNCH,2.0
1974,2021-06-04,Paternoster Chophouse,LUNCH,4.0
1975,2021-06-05,100 Wardour St. Restaurant & Club,LUNCH,13.0
1976,2021-06-05,20 Stories,LUNCH,14.0
1977,2021-06-05,Angler Restaurant,DINNER,2.0
1978,2021-06-05,Bluebird Chelsea PDR,LUNCH,30.0
1979,2021-06-05,Crafthouse,LUNCH,15.0
1980,2021-06-05,Quaglino's PDR,DINNER,30.0
1981,2021-06-06,20 Stories,LUNCH,2.0
1982,2021-06-10,Madison Restaurant,DINNER,100.0
1983,2021-06-11,Blueprint Café,DINNER,60.0
1984,2021-06-12,100 Wardour Street Bar & Lounge,LUNCH,23.0
1985,2021-06-12,Angler Restaurant,DINNER,2.0
1986,2021-06-12,Avenue,LUNCH,16.0
1987,2021-06-12,Bluebird Chelsea PDR,LUNCH,80.0
1988,2021-06-12,Crafthouse,LUNCH,49.0
1989,2021-06-12,Paternoster Chophouse,DINNER,2.0
1990,2021-06-16,Paternoster Chophouse,DINNER,0.0
1991,2021-06-16,Quaglino's PDR,DINNER,12.0
1992,2021-06-17,Paternoster Chophouse,DINNER,2.0
1993,2021-06-18,20 Stories,LUNCH,22.0
1994,2021-06-19,100 Wardour St. Restaurant & Club,DINNER,14.0
1995,2021-06-19,100 Wardour St. Restaurant & Club,LUNCH,25.0
1996,2021-06-19,20 Stories,LUNCH,17.0
1997,2021-06-19,Bluebird Chelsea PDR,LUNCH,50.0
1998,2021-06-19,Bluebird Chelsea Restaurant,DINNER,13.0
1999,2021-06-19,Paternoster Chophouse,DINNER,3.0
2000,2021-06-19,Paternoster Chophouse,LUNCH,2.0
2001,2021-06-21,20 Stories,LUNCH,100.0
2002,2021-06-21,Angelica,LUNCH,2.0
2003,2021-06-23,Pont de la Tour Restaurant,DINNER,16.0
2004,2021-06-24,Paternoster Chophouse,DINNER,2.0
2005,2021-06-24,Quaglino's PDR,DINNER,30.0
2006,2021-06-25,14 Hills,DINNER,20.0
2007,2021-06-25,20 Stories,LUNCH,11.0
2008,2021-06-25,Paternoster Chophouse,DINNER,2.0
2009,2021-06-25,Sartoria,DINNER,2.0
2010,2021-06-26,Pont de la Tour Restaurant,DINNER,6.0
2011,2021-06-27,Bluebird Chelsea PDR,LUNCH,60.0
2012,2021-06-29,Skylon Restaurant,LUNCH,0.0
2013,2021-06-30,20 Stories,LUNCH,100.0
2014,2021-07-01,Issho Bar,DINNER,65.0
2015,2021-07-01,Quaglino's Bar,DINNER,30.0
2016,2021-07-02,20 Stories,LUNCH,32.0
2017,2021-07-02,Avenue,DINNER,12.0
2018,2021-07-03,Butlers Wharf Chophouse Restaurant,DINNER,50.0
2019,2021-07-06,Paternoster Chophouse,LUNCH,2.0
2020,2021-07-08,Issho Bar,DINNER,50.0
2021,2021-07-08,Madison Restaurant,DINNER,90.0
2022,2021-07-10,20 Stories,LUNCH,15.0
2023,2021-07-10,Orrery,DINNER,31.0
2024,2021-07-10,Quaglino's PDR,LUNCH,28.0
2025,2021-07-11,Paternoster Chophouse,LUNCH,4.0
2026,2021-07-16,Quaglino's PDR,DINNER,40.0
2027,2021-07-17,100 Wardour St. Restaurant & Club,LUNCH,12.0
2028,2021-07-17,Paternoster Chophouse,DINNER,2.0
2029,2021-07-24,Blueprint Café,DINNER,100.0
2030,2021-07-24,Butlers Wharf Chophouse Restaurant,LUNCH,40.0
2031,2021-07-24,Crafthouse,LUNCH,40.0
2032,2021-07-26,Madison Restaurant,DINNER,2.0
2033,2021-07-29,Paternoster Chophouse,DINNER,2.0
2034,2021-07-31,100 Wardour St. Restaurant & Club,DINNER,20.0
2035,2021-07-31,100 Wardour Street Bar & Lounge,LUNCH,24.0
2036,2021-07-31,Bluebird Chelsea PDR,LUNCH,30.0
2037,2021-07-31,Crafthouse,DINNER,120.0
2038,2021-08-01,Madison Restaurant,LUNCH,2.0
2039,2021-08-02,Quaglino's PDR,DINNER,10.0
2040,2021-08-03,Bluebird Chelsea PDR,LUNCH,100.0
2041,2021-08-07,Bluebird Chelsea PDR,LUNCH,40.0
2042,2021-08-07,Orrery,LUNCH,80.0
2043,2021-08-08,Bluebird Chelsea PDR,LUNCH,30.0
2044,2021-08-08,Paternoster Chophouse,LUNCH,2.0
2045,2021-08-12,Bluebird Chelsea PDR,LUNCH,75.0
2046,2021-08-13,Angler Restaurant,DINNER,2.0
2047,2021-08-13,Bluebird Chelsea PDR,LUNCH,60.0
2048,2021-08-14,20 Stories,LUNCH,11.0
2049,2021-08-21,14 Hills,DINNER,15.0
2050,2021-08-21,14 Hills,LUNCH,15.0
2051,2021-08-21,Bluebird Chelsea PDR,LUNCH,130.0
2052,2021-08-26,Skylon Restaurant,DINNER,85.0
2053,2021-08-27,Quaglino's PDR,DINNER,14.0
2054,2021-08-27,Skylon Restaurant,DINNER,85.0
2055,2021-09-01,Quaglino's PDR,DINNER,40.0
2056,2021-09-02,Quaglino's PDR,DINNER,40.0
2057,2021-09-04,Bluebird Chelsea PDR,LUNCH,40.0
2058,2021-09-10,Paternoster Chophouse,DINNER,2.0
2059,2021-09-11,Bluebird Chelsea PDR,LUNCH,94.0
2060,2021-09-12,Avenue,LUNCH,16.0
2061,2021-09-17,Angelica,LUNCH,2.0
2062,2021-09-18,Bluebird Chelsea PDR,LUNCH,120.0
2063,2021-09-23,Orrery,DINNER,100.0
2064,2021-09-24,Quaglino's PDR,DINNER,25.0
2065,2021-10-02,Quaglino's PDR,DINNER,32.0
2066,2021-10-22,20 Stories,LUNCH,24.0
2067,2021-11-06,Crafthouse,LUNCH,14.0
2068,2021-11-10,Bluebird Chelsea PDR,LUNCH,100.0
2069,2021-11-12,Orrery,DINNER,13.0
2070,2021-11-13,Coq d'Argent Grill,DINNER,120.0
2071,2021-11-17,Bluebird Chelsea PDR,LUNCH,100.0
2072,2021-11-27,100 Wardour St Club Bar,LUNCH,30.0
2073,2021-11-27,100 Wardour Street Bar & Lounge,LUNCH,30.0
2074,2021-11-30,Bluebird Chelsea PDR,LUNCH,24.0
2075,2021-12-01,Sartoria,DINNER,20.0
2076,2021-12-08,Bluebird Chelsea PDR,LUNCH,33.0
2077,2021-12-10,Bluebird Chelsea PDR,LUNCH,40.0
2078,2021-12-10,Quaglino's PDR,DINNER,40.0
2079,2021-12-10,Skylon Restaurant,DINNER,150.0
2080,2021-12-16,14 Hills,LUNCH,0.0
2081,2021-12-17,Avenue,DINNER,15.0
2082,2021-12-25,Pont de la Tour Restaurant,LUNCH,9.0
2083,2021-12-31,Skylon Restaurant,DINNER,4.0
