,SiteName,LocationName,GenericLocation,Session,Date,Day,OrdDay,Covers
0,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-01,Friday,5_Friday,0.0
1,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-02,Saturday,6_Saturday,0.0
2,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-03,Sunday,7_Sunday,0.0
3,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-04,Monday,1_Monday,0.0
4,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-05,Tuesday,2_Tuesday,0.0
5,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-06,Wednesday,3_Wednesday,0.0
6,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-07,Thursday,4_Thursday,0.0
7,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-08,Friday,5_Friday,0.0
8,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-09,Saturday,6_Saturday,0.0
9,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-10,Sunday,7_Sunday,0.0
10,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-11,Monday,1_Monday,0.0
11,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-12,Tuesday,2_Tuesday,0.0
12,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-13,Wednesday,3_Wednesday,0.0
13,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-14,Thursday,4_Thursday,0.0
14,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-15,Friday,5_Friday,0.0
15,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-16,Saturday,6_Saturday,0.0
16,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-17,Sunday,7_Sunday,0.0
17,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-18,Monday,1_Monday,0.0
18,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-19,Tuesday,2_Tuesday,0.0
19,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-20,Wednesday,3_Wednesday,0.0
20,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-21,Thursday,4_Thursday,0.0
21,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-22,Friday,5_Friday,0.0
22,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-23,Saturday,6_Saturday,0.0
23,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-24,Sunday,7_Sunday,0.0
24,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-25,Monday,1_Monday,0.0
25,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-26,Tuesday,2_Tuesday,0.0
26,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-27,Wednesday,3_Wednesday,0.0
27,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-28,Thursday,4_Thursday,0.0
28,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-29,Friday,5_Friday,0.0
29,100 Wardour Street,Club,Restaurant,Breakfast,2019-11-30,Saturday,6_Saturday,0.0
30,100 Wardour Street,Club,Restaurant,Breakfast,2019-12-01,Sunday,7_Sunday,0.0
31,100 Wardour Street,Club,Restaurant,Breakfast,2019-12-02,Monday,1_Monday,0.0
32,100 Wardour Street,Club,Restaurant,Breakfast,2019-12-03,Tuesday,2_Tuesday,0.0
33,100 Wardour Street,Club,Restaurant,Breakfast,2019-12-04,Wednesday,3_Wednesday,0.0
34,100 Wardour Street,Club,Restaurant,Breakfast,2019-12-05,Thursday,4_Thursday,0.0
35,100 Wardour Street,Club,Restaurant,Breakfast,2019-12-06,Friday,5_Friday,0.0
36,100 Wardour Street,Club,Restaurant,Breakfast,2019-12-07,Saturday,6_Saturday,0.0
37,100 Wardour Street,Club,Restaurant,Breakfast,2019-12-08,Sunday,7_Sunday,0.0
38,100 Wardour Street,Club,Restaurant,Breakfast,2019-12-09,Monday,1_Monday,0.0
39,100 Wardour Street,Club,Restaurant,Breakfast,2019-12-10,Tuesday,2_Tuesday,0.0
40,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-01,Thursday,4_Thursday,0.0
41,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-02,Friday,5_Friday,0.0
42,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-03,Saturday,6_Saturday,0.0
43,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-04,Sunday,7_Sunday,0.0
44,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-05,Monday,1_Monday,0.0
45,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-06,Tuesday,2_Tuesday,0.0
46,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-07,Wednesday,3_Wednesday,0.0
47,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-08,Thursday,4_Thursday,0.0
48,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-09,Friday,5_Friday,0.0
49,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-10,Saturday,6_Saturday,0.0
50,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-11,Sunday,7_Sunday,0.0
51,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-12,Monday,1_Monday,0.0
52,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-13,Tuesday,2_Tuesday,0.0
53,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-14,Wednesday,3_Wednesday,0.0
54,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-15,Thursday,4_Thursday,0.0
55,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-16,Friday,5_Friday,0.0
56,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-17,Saturday,6_Saturday,0.0
57,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-18,Sunday,7_Sunday,0.0
58,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-19,Monday,1_Monday,0.0
59,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-20,Tuesday,2_Tuesday,0.0
60,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-21,Wednesday,3_Wednesday,0.0
61,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-22,Thursday,4_Thursday,0.0
62,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-23,Friday,5_Friday,0.0
63,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-24,Saturday,6_Saturday,0.0
64,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-25,Sunday,7_Sunday,0.0
65,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-26,Monday,1_Monday,0.0
66,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-27,Tuesday,2_Tuesday,0.0
67,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-28,Wednesday,3_Wednesday,0.0
68,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-29,Thursday,4_Thursday,0.0
69,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-30,Friday,5_Friday,0.0
70,100 Wardour Street,Club,Restaurant,Breakfast,2020-10-31,Saturday,6_Saturday,0.0
71,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-01,Sunday,7_Sunday,0.0
72,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-02,Monday,1_Monday,0.0
73,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-03,Tuesday,2_Tuesday,0.0
74,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-04,Wednesday,3_Wednesday,0.0
75,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-05,Thursday,4_Thursday,0.0
76,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-06,Friday,5_Friday,0.0
77,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-09,Monday,1_Monday,0.0
78,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-10,Tuesday,2_Tuesday,0.0
79,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-11,Wednesday,3_Wednesday,0.0
80,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-12,Thursday,4_Thursday,0.0
81,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-13,Friday,5_Friday,0.0
82,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-14,Saturday,6_Saturday,0.0
83,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-15,Sunday,7_Sunday,0.0
84,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-16,Monday,1_Monday,0.0
85,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-17,Tuesday,2_Tuesday,0.0
86,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-18,Wednesday,3_Wednesday,0.0
87,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-19,Thursday,4_Thursday,0.0
88,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-20,Friday,5_Friday,0.0
89,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-21,Saturday,6_Saturday,0.0
90,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-22,Sunday,7_Sunday,0.0
91,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-23,Monday,1_Monday,0.0
92,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-24,Tuesday,2_Tuesday,0.0
93,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-25,Wednesday,3_Wednesday,0.0
94,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-26,Thursday,4_Thursday,0.0
95,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-27,Friday,5_Friday,0.0
96,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-28,Saturday,6_Saturday,0.0
97,100 Wardour Street,Club,Restaurant,Breakfast,2020-11-30,Monday,1_Monday,0.0
98,100 Wardour Street,Club,Restaurant,Breakfast,2020-12-01,Tuesday,2_Tuesday,0.0
99,100 Wardour Street,Club,Restaurant,Breakfast,2020-12-02,Wednesday,3_Wednesday,0.0
100,100 Wardour Street,Club,Restaurant,Breakfast,2020-12-03,Thursday,4_Thursday,0.0
101,100 Wardour Street,Club,Restaurant,Breakfast,2020-12-04,Friday,5_Friday,0.0
102,100 Wardour Street,Club,Restaurant,Breakfast,2020-12-05,Saturday,6_Saturday,0.0
103,100 Wardour Street,Club,Restaurant,Breakfast,2020-12-06,Sunday,7_Sunday,0.0
104,100 Wardour Street,Club,Restaurant,Breakfast,2020-12-07,Monday,1_Monday,0.0
105,100 Wardour Street,Club,Restaurant,Breakfast,2020-12-08,Tuesday,2_Tuesday,0.0
106,100 Wardour Street,Club,Restaurant,Dinner,2019-11-01,Friday,5_Friday,291.0
107,100 Wardour Street,Club,Restaurant,Dinner,2019-11-02,Saturday,6_Saturday,305.0
108,100 Wardour Street,Club,Restaurant,Dinner,2019-11-03,Sunday,7_Sunday,0.0
109,100 Wardour Street,Club,Restaurant,Dinner,2019-11-04,Monday,1_Monday,0.0
110,100 Wardour Street,Club,Restaurant,Dinner,2019-11-05,Tuesday,2_Tuesday,62.0
111,100 Wardour Street,Club,Restaurant,Dinner,2019-11-06,Wednesday,3_Wednesday,61.0
112,100 Wardour Street,Club,Restaurant,Dinner,2019-11-07,Thursday,4_Thursday,173.0
113,100 Wardour Street,Club,Restaurant,Dinner,2019-11-08,Friday,5_Friday,249.0
114,100 Wardour Street,Club,Restaurant,Dinner,2019-11-09,Saturday,6_Saturday,373.0
115,100 Wardour Street,Club,Restaurant,Dinner,2019-11-10,Sunday,7_Sunday,6.0
116,100 Wardour Street,Club,Restaurant,Dinner,2019-11-11,Monday,1_Monday,0.0
117,100 Wardour Street,Club,Restaurant,Dinner,2019-11-12,Tuesday,2_Tuesday,44.0
118,100 Wardour Street,Club,Restaurant,Dinner,2019-11-13,Wednesday,3_Wednesday,141.0
119,100 Wardour Street,Club,Restaurant,Dinner,2019-11-14,Thursday,4_Thursday,0.0
120,100 Wardour Street,Club,Restaurant,Dinner,2019-11-15,Friday,5_Friday,282.0
121,100 Wardour Street,Club,Restaurant,Dinner,2019-11-16,Saturday,6_Saturday,348.0
122,100 Wardour Street,Club,Restaurant,Dinner,2019-11-17,Sunday,7_Sunday,0.0
123,100 Wardour Street,Club,Restaurant,Dinner,2019-11-18,Monday,1_Monday,0.0
124,100 Wardour Street,Club,Restaurant,Dinner,2019-11-19,Tuesday,2_Tuesday,82.0
125,100 Wardour Street,Club,Restaurant,Dinner,2019-11-20,Wednesday,3_Wednesday,124.0
126,100 Wardour Street,Club,Restaurant,Dinner,2019-11-21,Thursday,4_Thursday,179.0
127,100 Wardour Street,Club,Restaurant,Dinner,2019-11-22,Friday,5_Friday,319.0
128,100 Wardour Street,Club,Restaurant,Dinner,2019-11-23,Saturday,6_Saturday,355.0
129,100 Wardour Street,Club,Restaurant,Dinner,2019-11-24,Sunday,7_Sunday,0.0
130,100 Wardour Street,Club,Restaurant,Dinner,2019-11-25,Monday,1_Monday,0.0
131,100 Wardour Street,Club,Restaurant,Dinner,2019-11-26,Tuesday,2_Tuesday,64.0
132,100 Wardour Street,Club,Restaurant,Dinner,2019-11-27,Wednesday,3_Wednesday,142.0
133,100 Wardour Street,Club,Restaurant,Dinner,2019-11-28,Thursday,4_Thursday,394.0
134,100 Wardour Street,Club,Restaurant,Dinner,2019-11-29,Friday,5_Friday,279.0
135,100 Wardour Street,Club,Restaurant,Dinner,2019-11-30,Saturday,6_Saturday,336.0
136,100 Wardour Street,Club,Restaurant,Dinner,2019-12-01,Sunday,7_Sunday,0.0
137,100 Wardour Street,Club,Restaurant,Dinner,2019-12-02,Monday,1_Monday,41.0
138,100 Wardour Street,Club,Restaurant,Dinner,2019-12-03,Tuesday,2_Tuesday,0.0
139,100 Wardour Street,Club,Restaurant,Dinner,2019-12-04,Wednesday,3_Wednesday,147.0
140,100 Wardour Street,Club,Restaurant,Dinner,2019-12-05,Thursday,4_Thursday,302.0
141,100 Wardour Street,Club,Restaurant,Dinner,2019-12-06,Friday,5_Friday,305.0
142,100 Wardour Street,Club,Restaurant,Dinner,2019-12-07,Saturday,6_Saturday,382.0
143,100 Wardour Street,Club,Restaurant,Dinner,2019-12-08,Sunday,7_Sunday,0.0
144,100 Wardour Street,Club,Restaurant,Dinner,2019-12-09,Monday,1_Monday,81.0
145,100 Wardour Street,Club,Restaurant,Dinner,2019-12-10,Tuesday,2_Tuesday,146.0
146,100 Wardour Street,Club,Restaurant,Dinner,2020-10-01,Thursday,4_Thursday,33.0
147,100 Wardour Street,Club,Restaurant,Dinner,2020-10-02,Friday,5_Friday,109.0
148,100 Wardour Street,Club,Restaurant,Dinner,2020-10-03,Saturday,6_Saturday,164.0
149,100 Wardour Street,Club,Restaurant,Dinner,2020-10-04,Sunday,7_Sunday,136.0
150,100 Wardour Street,Club,Restaurant,Dinner,2020-10-05,Monday,1_Monday,0.0
151,100 Wardour Street,Club,Restaurant,Dinner,2020-10-06,Tuesday,2_Tuesday,0.0
152,100 Wardour Street,Club,Restaurant,Dinner,2020-10-07,Wednesday,3_Wednesday,0.0
153,100 Wardour Street,Club,Restaurant,Dinner,2020-10-08,Thursday,4_Thursday,42.0
154,100 Wardour Street,Club,Restaurant,Dinner,2020-10-09,Friday,5_Friday,147.0
155,100 Wardour Street,Club,Restaurant,Dinner,2020-10-10,Saturday,6_Saturday,193.0
156,100 Wardour Street,Club,Restaurant,Dinner,2020-10-11,Sunday,7_Sunday,0.0
157,100 Wardour Street,Club,Restaurant,Dinner,2020-10-12,Monday,1_Monday,0.0
158,100 Wardour Street,Club,Restaurant,Dinner,2020-10-13,Tuesday,2_Tuesday,0.0
159,100 Wardour Street,Club,Restaurant,Dinner,2020-10-14,Wednesday,3_Wednesday,0.0
160,100 Wardour Street,Club,Restaurant,Dinner,2020-10-15,Thursday,4_Thursday,52.0
161,100 Wardour Street,Club,Restaurant,Dinner,2020-10-16,Friday,5_Friday,201.0
162,100 Wardour Street,Club,Restaurant,Dinner,2020-10-17,Saturday,6_Saturday,132.0
163,100 Wardour Street,Club,Restaurant,Dinner,2020-10-18,Sunday,7_Sunday,0.0
164,100 Wardour Street,Club,Restaurant,Dinner,2020-10-19,Monday,1_Monday,0.0
165,100 Wardour Street,Club,Restaurant,Dinner,2020-10-20,Tuesday,2_Tuesday,0.0
166,100 Wardour Street,Club,Restaurant,Dinner,2020-10-21,Wednesday,3_Wednesday,0.0
167,100 Wardour Street,Club,Restaurant,Dinner,2020-10-22,Thursday,4_Thursday,68.0
168,100 Wardour Street,Club,Restaurant,Dinner,2020-10-23,Friday,5_Friday,61.0
169,100 Wardour Street,Club,Restaurant,Dinner,2020-10-24,Saturday,6_Saturday,136.0
170,100 Wardour Street,Club,Restaurant,Dinner,2020-10-25,Sunday,7_Sunday,0.0
171,100 Wardour Street,Club,Restaurant,Dinner,2020-10-26,Monday,1_Monday,0.0
172,100 Wardour Street,Club,Restaurant,Dinner,2020-10-27,Tuesday,2_Tuesday,0.0
173,100 Wardour Street,Club,Restaurant,Dinner,2020-10-28,Wednesday,3_Wednesday,0.0
174,100 Wardour Street,Club,Restaurant,Dinner,2020-10-29,Thursday,4_Thursday,52.0
175,100 Wardour Street,Club,Restaurant,Dinner,2020-10-30,Friday,5_Friday,117.0
176,100 Wardour Street,Club,Restaurant,Dinner,2020-10-31,Saturday,6_Saturday,170.0
177,100 Wardour Street,Club,Restaurant,Dinner,2020-11-01,Sunday,7_Sunday,0.0
178,100 Wardour Street,Club,Restaurant,Dinner,2020-11-02,Monday,1_Monday,0.0
179,100 Wardour Street,Club,Restaurant,Dinner,2020-11-03,Tuesday,2_Tuesday,0.0
180,100 Wardour Street,Club,Restaurant,Dinner,2020-11-04,Wednesday,3_Wednesday,181.0
181,100 Wardour Street,Club,Restaurant,Dinner,2020-11-05,Thursday,4_Thursday,0.0
182,100 Wardour Street,Club,Restaurant,Dinner,2020-11-06,Friday,5_Friday,0.0
183,100 Wardour Street,Club,Restaurant,Dinner,2020-11-09,Monday,1_Monday,0.0
184,100 Wardour Street,Club,Restaurant,Dinner,2020-11-10,Tuesday,2_Tuesday,0.0
185,100 Wardour Street,Club,Restaurant,Dinner,2020-11-11,Wednesday,3_Wednesday,0.0
186,100 Wardour Street,Club,Restaurant,Dinner,2020-11-12,Thursday,4_Thursday,0.0
187,100 Wardour Street,Club,Restaurant,Dinner,2020-11-13,Friday,5_Friday,0.0
188,100 Wardour Street,Club,Restaurant,Dinner,2020-11-14,Saturday,6_Saturday,0.0
189,100 Wardour Street,Club,Restaurant,Dinner,2020-11-15,Sunday,7_Sunday,0.0
190,100 Wardour Street,Club,Restaurant,Dinner,2020-11-16,Monday,1_Monday,0.0
191,100 Wardour Street,Club,Restaurant,Dinner,2020-11-17,Tuesday,2_Tuesday,0.0
192,100 Wardour Street,Club,Restaurant,Dinner,2020-11-18,Wednesday,3_Wednesday,0.0
193,100 Wardour Street,Club,Restaurant,Dinner,2020-11-19,Thursday,4_Thursday,0.0
194,100 Wardour Street,Club,Restaurant,Dinner,2020-11-20,Friday,5_Friday,0.0
195,100 Wardour Street,Club,Restaurant,Dinner,2020-11-21,Saturday,6_Saturday,0.0
196,100 Wardour Street,Club,Restaurant,Dinner,2020-11-22,Sunday,7_Sunday,0.0
197,100 Wardour Street,Club,Restaurant,Dinner,2020-11-23,Monday,1_Monday,0.0
198,100 Wardour Street,Club,Restaurant,Dinner,2020-11-24,Tuesday,2_Tuesday,0.0
199,100 Wardour Street,Club,Restaurant,Dinner,2020-11-25,Wednesday,3_Wednesday,0.0
200,100 Wardour Street,Club,Restaurant,Dinner,2020-11-26,Thursday,4_Thursday,0.0
201,100 Wardour Street,Club,Restaurant,Dinner,2020-11-27,Friday,5_Friday,0.0
202,100 Wardour Street,Club,Restaurant,Dinner,2020-11-28,Saturday,6_Saturday,0.0
203,100 Wardour Street,Club,Restaurant,Dinner,2020-11-30,Monday,1_Monday,0.0
204,100 Wardour Street,Club,Restaurant,Dinner,2020-12-01,Tuesday,2_Tuesday,0.0
205,100 Wardour Street,Club,Restaurant,Dinner,2020-12-02,Wednesday,3_Wednesday,0.0
206,100 Wardour Street,Club,Restaurant,Dinner,2020-12-03,Thursday,4_Thursday,67.0
207,100 Wardour Street,Club,Restaurant,Dinner,2020-12-04,Friday,5_Friday,187.0
208,100 Wardour Street,Club,Restaurant,Dinner,2020-12-05,Saturday,6_Saturday,231.0
209,100 Wardour Street,Club,Restaurant,Dinner,2020-12-06,Sunday,7_Sunday,0.0
210,100 Wardour Street,Club,Restaurant,Dinner,2020-12-07,Monday,1_Monday,0.0
211,100 Wardour Street,Club,Restaurant,Dinner,2020-12-08,Tuesday,2_Tuesday,0.0
212,100 Wardour Street,Club,Restaurant,Lunch,2019-11-01,Friday,5_Friday,0.0
213,100 Wardour Street,Club,Restaurant,Lunch,2019-11-02,Saturday,6_Saturday,301.0
214,100 Wardour Street,Club,Restaurant,Lunch,2019-11-03,Sunday,7_Sunday,81.0
215,100 Wardour Street,Club,Restaurant,Lunch,2019-11-04,Monday,1_Monday,0.0
216,100 Wardour Street,Club,Restaurant,Lunch,2019-11-05,Tuesday,2_Tuesday,0.0
217,100 Wardour Street,Club,Restaurant,Lunch,2019-11-06,Wednesday,3_Wednesday,0.0
218,100 Wardour Street,Club,Restaurant,Lunch,2019-11-07,Thursday,4_Thursday,0.0
219,100 Wardour Street,Club,Restaurant,Lunch,2019-11-08,Friday,5_Friday,0.0
220,100 Wardour Street,Club,Restaurant,Lunch,2019-11-09,Saturday,6_Saturday,320.0
221,100 Wardour Street,Club,Restaurant,Lunch,2019-11-10,Sunday,7_Sunday,36.0
222,100 Wardour Street,Club,Restaurant,Lunch,2019-11-11,Monday,1_Monday,0.0
223,100 Wardour Street,Club,Restaurant,Lunch,2019-11-12,Tuesday,2_Tuesday,2.0
224,100 Wardour Street,Club,Restaurant,Lunch,2019-11-13,Wednesday,3_Wednesday,0.0
225,100 Wardour Street,Club,Restaurant,Lunch,2019-11-14,Thursday,4_Thursday,0.0
226,100 Wardour Street,Club,Restaurant,Lunch,2019-11-15,Friday,5_Friday,0.0
227,100 Wardour Street,Club,Restaurant,Lunch,2019-11-16,Saturday,6_Saturday,352.0
228,100 Wardour Street,Club,Restaurant,Lunch,2019-11-17,Sunday,7_Sunday,88.0
229,100 Wardour Street,Club,Restaurant,Lunch,2019-11-18,Monday,1_Monday,0.0
230,100 Wardour Street,Club,Restaurant,Lunch,2019-11-19,Tuesday,2_Tuesday,0.0
231,100 Wardour Street,Club,Restaurant,Lunch,2019-11-20,Wednesday,3_Wednesday,0.0
232,100 Wardour Street,Club,Restaurant,Lunch,2019-11-21,Thursday,4_Thursday,0.0
233,100 Wardour Street,Club,Restaurant,Lunch,2019-11-22,Friday,5_Friday,0.0
234,100 Wardour Street,Club,Restaurant,Lunch,2019-11-23,Saturday,6_Saturday,370.0
235,100 Wardour Street,Club,Restaurant,Lunch,2019-11-24,Sunday,7_Sunday,90.0
236,100 Wardour Street,Club,Restaurant,Lunch,2019-11-25,Monday,1_Monday,0.0
237,100 Wardour Street,Club,Restaurant,Lunch,2019-11-26,Tuesday,2_Tuesday,0.0
238,100 Wardour Street,Club,Restaurant,Lunch,2019-11-27,Wednesday,3_Wednesday,0.0
239,100 Wardour Street,Club,Restaurant,Lunch,2019-11-28,Thursday,4_Thursday,0.0
240,100 Wardour Street,Club,Restaurant,Lunch,2019-11-29,Friday,5_Friday,0.0
241,100 Wardour Street,Club,Restaurant,Lunch,2019-11-30,Saturday,6_Saturday,329.0
242,100 Wardour Street,Club,Restaurant,Lunch,2019-12-01,Sunday,7_Sunday,114.0
243,100 Wardour Street,Club,Restaurant,Lunch,2019-12-02,Monday,1_Monday,0.0
244,100 Wardour Street,Club,Restaurant,Lunch,2019-12-03,Tuesday,2_Tuesday,0.0
245,100 Wardour Street,Club,Restaurant,Lunch,2019-12-04,Wednesday,3_Wednesday,67.0
246,100 Wardour Street,Club,Restaurant,Lunch,2019-12-05,Thursday,4_Thursday,151.0
247,100 Wardour Street,Club,Restaurant,Lunch,2019-12-06,Friday,5_Friday,44.0
248,100 Wardour Street,Club,Restaurant,Lunch,2019-12-07,Saturday,6_Saturday,311.0
249,100 Wardour Street,Club,Restaurant,Lunch,2019-12-08,Sunday,7_Sunday,189.0
250,100 Wardour Street,Club,Restaurant,Lunch,2019-12-09,Monday,1_Monday,0.0
251,100 Wardour Street,Club,Restaurant,Lunch,2019-12-10,Tuesday,2_Tuesday,62.0
252,100 Wardour Street,Club,Restaurant,Lunch,2020-10-01,Thursday,4_Thursday,0.0
253,100 Wardour Street,Club,Restaurant,Lunch,2020-10-02,Friday,5_Friday,0.0
254,100 Wardour Street,Club,Restaurant,Lunch,2020-10-03,Saturday,6_Saturday,297.0
255,100 Wardour Street,Club,Restaurant,Lunch,2020-10-04,Sunday,7_Sunday,24.0
256,100 Wardour Street,Club,Restaurant,Lunch,2020-10-05,Monday,1_Monday,0.0
257,100 Wardour Street,Club,Restaurant,Lunch,2020-10-06,Tuesday,2_Tuesday,0.0
258,100 Wardour Street,Club,Restaurant,Lunch,2020-10-07,Wednesday,3_Wednesday,0.0
259,100 Wardour Street,Club,Restaurant,Lunch,2020-10-08,Thursday,4_Thursday,0.0
260,100 Wardour Street,Club,Restaurant,Lunch,2020-10-09,Friday,5_Friday,0.0
261,100 Wardour Street,Club,Restaurant,Lunch,2020-10-10,Saturday,6_Saturday,259.0
262,100 Wardour Street,Club,Restaurant,Lunch,2020-10-11,Sunday,7_Sunday,117.0
263,100 Wardour Street,Club,Restaurant,Lunch,2020-10-12,Monday,1_Monday,0.0
264,100 Wardour Street,Club,Restaurant,Lunch,2020-10-13,Tuesday,2_Tuesday,0.0
265,100 Wardour Street,Club,Restaurant,Lunch,2020-10-14,Wednesday,3_Wednesday,0.0
266,100 Wardour Street,Club,Restaurant,Lunch,2020-10-15,Thursday,4_Thursday,0.0
267,100 Wardour Street,Club,Restaurant,Lunch,2020-10-16,Friday,5_Friday,0.0
268,100 Wardour Street,Club,Restaurant,Lunch,2020-10-17,Saturday,6_Saturday,80.0
269,100 Wardour Street,Club,Restaurant,Lunch,2020-10-18,Sunday,7_Sunday,53.0
270,100 Wardour Street,Club,Restaurant,Lunch,2020-10-19,Monday,1_Monday,0.0
271,100 Wardour Street,Club,Restaurant,Lunch,2020-10-20,Tuesday,2_Tuesday,0.0
272,100 Wardour Street,Club,Restaurant,Lunch,2020-10-21,Wednesday,3_Wednesday,0.0
273,100 Wardour Street,Club,Restaurant,Lunch,2020-10-22,Thursday,4_Thursday,0.0
274,100 Wardour Street,Club,Restaurant,Lunch,2020-10-23,Friday,5_Friday,0.0
275,100 Wardour Street,Club,Restaurant,Lunch,2020-10-24,Saturday,6_Saturday,138.0
276,100 Wardour Street,Club,Restaurant,Lunch,2020-10-25,Sunday,7_Sunday,45.0
277,100 Wardour Street,Club,Restaurant,Lunch,2020-10-26,Monday,1_Monday,0.0
278,100 Wardour Street,Club,Restaurant,Lunch,2020-10-27,Tuesday,2_Tuesday,0.0
279,100 Wardour Street,Club,Restaurant,Lunch,2020-10-28,Wednesday,3_Wednesday,0.0
280,100 Wardour Street,Club,Restaurant,Lunch,2020-10-29,Thursday,4_Thursday,1.0
281,100 Wardour Street,Club,Restaurant,Lunch,2020-10-30,Friday,5_Friday,0.0
282,100 Wardour Street,Club,Restaurant,Lunch,2020-10-31,Saturday,6_Saturday,213.0
283,100 Wardour Street,Club,Restaurant,Lunch,2020-11-01,Sunday,7_Sunday,0.0
284,100 Wardour Street,Club,Restaurant,Lunch,2020-11-02,Monday,1_Monday,0.0
285,100 Wardour Street,Club,Restaurant,Lunch,2020-11-03,Tuesday,2_Tuesday,0.0
286,100 Wardour Street,Club,Restaurant,Lunch,2020-11-04,Wednesday,3_Wednesday,0.0
287,100 Wardour Street,Club,Restaurant,Lunch,2020-11-05,Thursday,4_Thursday,0.0
