,SiteName,LocationName,GenericLocation,Session,Date,Day,OrdDay,Covers
8835,Avenue,PDR,PDR,Night,2019-12-08,Sunday,7_Sunday,0.0
8836,Avenue,PDR,PDR,Night,2019-12-09,Monday,1_Monday,0.0
8837,Avenue,PDR,PDR,Night,2019-12-10,Tuesday,2_Tuesday,0.0
8838,Avenue,PDR,PDR,Night,2020-10-01,Thursday,4_Thursday,0.0
8839,Avenue,PDR,PDR,Night,2020-10-02,Friday,5_Friday,0.0
8840,Avenue,PDR,PDR,Night,2020-10-03,Saturday,6_Saturday,0.0
8841,Avenue,PDR,PDR,Night,2020-10-04,Sunday,7_Sunday,0.0
8842,Avenue,PDR,PDR,Night,2020-10-05,Monday,1_Monday,0.0
8843,Avenue,PDR,PDR,Night,2020-10-06,Tuesday,2_Tuesday,0.0
8844,Avenue,PDR,PDR,Night,2020-10-07,Wednesday,3_Wednesday,0.0
8845,Avenue,PDR,PDR,Night,2020-10-08,Thursday,4_Thursday,0.0
8846,Avenue,PDR,PDR,Night,2020-10-09,Friday,5_Friday,0.0
8847,Avenue,PDR,PDR,Night,2020-10-10,Saturday,6_Saturday,0.0
8848,Avenue,PDR,PDR,Night,2020-10-11,Sunday,7_Sunday,0.0
8849,Avenue,PDR,PDR,Night,2020-10-12,Monday,1_Monday,0.0
8850,Avenue,PDR,PDR,Night,2020-10-13,Tuesday,2_Tuesday,0.0
8851,Avenue,PDR,PDR,Night,2020-10-14,Wednesday,3_Wednesday,0.0
8852,Avenue,PDR,PDR,Night,2020-10-15,Thursday,4_Thursday,0.0
8853,Avenue,PDR,PDR,Night,2020-10-16,Friday,5_Friday,0.0
8854,Avenue,PDR,PDR,Night,2020-10-17,Saturday,6_Saturday,0.0
8855,Avenue,PDR,PDR,Night,2020-10-18,Sunday,7_Sunday,0.0
8856,Avenue,PDR,PDR,Night,2020-10-19,Monday,1_Monday,0.0
8857,Avenue,PDR,PDR,Night,2020-10-20,Tuesday,2_Tuesday,0.0
8858,Avenue,PDR,PDR,Night,2020-10-21,Wednesday,3_Wednesday,0.0
8859,Avenue,PDR,PDR,Night,2020-10-22,Thursday,4_Thursday,0.0
8860,Avenue,PDR,PDR,Night,2020-10-23,Friday,5_Friday,0.0
8861,Avenue,PDR,PDR,Night,2020-10-24,Saturday,6_Saturday,0.0
8862,Avenue,PDR,PDR,Night,2020-10-25,Sunday,7_Sunday,0.0
8863,Avenue,PDR,PDR,Night,2020-10-26,Monday,1_Monday,0.0
8864,Avenue,PDR,PDR,Night,2020-10-27,Tuesday,2_Tuesday,0.0
8865,Avenue,PDR,PDR,Night,2020-10-28,Wednesday,3_Wednesday,0.0
8866,Avenue,PDR,PDR,Night,2020-10-29,Thursday,4_Thursday,0.0
8867,Avenue,PDR,PDR,Night,2020-10-30,Friday,5_Friday,0.0
8868,Avenue,PDR,PDR,Night,2020-10-31,Saturday,6_Saturday,0.0
8869,Avenue,PDR,PDR,Night,2020-11-01,Sunday,7_Sunday,0.0
8870,Avenue,PDR,PDR,Night,2020-11-02,Monday,1_Monday,0.0
8871,Avenue,PDR,PDR,Night,2020-11-03,Tuesday,2_Tuesday,0.0
8872,Avenue,PDR,PDR,Night,2020-11-04,Wednesday,3_Wednesday,0.0
8873,Avenue,PDR,PDR,Night,2020-11-05,Thursday,4_Thursday,0.0
8874,Avenue,PDR,PDR,Night,2020-11-06,Friday,5_Friday,0.0
8875,Avenue,PDR,PDR,Night,2020-11-09,Monday,1_Monday,0.0
8876,Avenue,PDR,PDR,Night,2020-11-10,Tuesday,2_Tuesday,0.0
8877,Avenue,PDR,PDR,Night,2020-11-11,Wednesday,3_Wednesday,0.0
8878,Avenue,PDR,PDR,Night,2020-11-12,Thursday,4_Thursday,0.0
8879,Avenue,PDR,PDR,Night,2020-11-13,Friday,5_Friday,0.0
8880,Avenue,PDR,PDR,Night,2020-11-14,Saturday,6_Saturday,0.0
8881,Avenue,PDR,PDR,Night,2020-11-15,Sunday,7_Sunday,0.0
8882,Avenue,PDR,PDR,Night,2020-11-16,Monday,1_Monday,0.0
8883,Avenue,PDR,PDR,Night,2020-11-17,Tuesday,2_Tuesday,0.0
8884,Avenue,PDR,PDR,Night,2020-11-18,Wednesday,3_Wednesday,0.0
8885,Avenue,PDR,PDR,Night,2020-11-19,Thursday,4_Thursday,0.0
8886,Avenue,PDR,PDR,Night,2020-11-20,Friday,5_Friday,0.0
8887,Avenue,PDR,PDR,Night,2020-11-21,Saturday,6_Saturday,0.0
8888,Avenue,PDR,PDR,Night,2020-11-22,Sunday,7_Sunday,0.0
8889,Avenue,PDR,PDR,Night,2020-11-23,Monday,1_Monday,0.0
8890,Avenue,PDR,PDR,Night,2020-11-24,Tuesday,2_Tuesday,0.0
8891,Avenue,PDR,PDR,Night,2020-11-25,Wednesday,3_Wednesday,0.0
8892,Avenue,PDR,PDR,Night,2020-11-26,Thursday,4_Thursday,0.0
8893,Avenue,PDR,PDR,Night,2020-11-27,Friday,5_Friday,0.0
8894,Avenue,PDR,PDR,Night,2020-11-28,Saturday,6_Saturday,0.0
8895,Avenue,PDR,PDR,Night,2020-11-30,Monday,1_Monday,0.0
8896,Avenue,PDR,PDR,Night,2020-12-01,Tuesday,2_Tuesday,0.0
8897,Avenue,PDR,PDR,Night,2020-12-02,Wednesday,3_Wednesday,0.0
8898,Avenue,PDR,PDR,Night,2020-12-03,Thursday,4_Thursday,0.0
8899,Avenue,PDR,PDR,Night,2020-12-04,Friday,5_Friday,0.0
8900,Avenue,PDR,PDR,Night,2020-12-05,Saturday,6_Saturday,0.0
8901,Avenue,PDR,PDR,Night,2020-12-06,Sunday,7_Sunday,0.0
8902,Avenue,PDR,PDR,Night,2020-12-07,Monday,1_Monday,0.0
8903,Avenue,PDR,PDR,Night,2020-12-08,Tuesday,2_Tuesday,0.0
8904,Avenue,Restaurant,Restaurant,Breakfast,2019-11-01,Friday,5_Friday,0.0
8905,Avenue,Restaurant,Restaurant,Breakfast,2019-11-02,Saturday,6_Saturday,0.0
8906,Avenue,Restaurant,Restaurant,Breakfast,2019-11-03,Sunday,7_Sunday,0.0
8907,Avenue,Restaurant,Restaurant,Breakfast,2019-11-04,Monday,1_Monday,3.0
8908,Avenue,Restaurant,Restaurant,Breakfast,2019-11-05,Tuesday,2_Tuesday,2.0
8909,Avenue,Restaurant,Restaurant,Breakfast,2019-11-06,Wednesday,3_Wednesday,7.0
8910,Avenue,Restaurant,Restaurant,Breakfast,2019-11-07,Thursday,4_Thursday,0.0
8911,Avenue,Restaurant,Restaurant,Breakfast,2019-11-08,Friday,5_Friday,8.0
8912,Avenue,Restaurant,Restaurant,Breakfast,2019-11-09,Saturday,6_Saturday,0.0
8913,Avenue,Restaurant,Restaurant,Breakfast,2019-11-10,Sunday,7_Sunday,0.0
8914,Avenue,Restaurant,Restaurant,Breakfast,2019-11-11,Monday,1_Monday,0.0
8915,Avenue,Restaurant,Restaurant,Breakfast,2019-11-12,Tuesday,2_Tuesday,3.0
8916,Avenue,Restaurant,Restaurant,Breakfast,2019-11-13,Wednesday,3_Wednesday,4.0
8917,Avenue,Restaurant,Restaurant,Breakfast,2019-11-14,Thursday,4_Thursday,3.0
8918,Avenue,Restaurant,Restaurant,Breakfast,2019-11-15,Friday,5_Friday,11.0
8919,Avenue,Restaurant,Restaurant,Breakfast,2019-11-16,Saturday,6_Saturday,2.0
8920,Avenue,Restaurant,Restaurant,Breakfast,2019-11-17,Sunday,7_Sunday,0.0
8921,Avenue,Restaurant,Restaurant,Breakfast,2019-11-18,Monday,1_Monday,3.0
8922,Avenue,Restaurant,Restaurant,Breakfast,2019-11-19,Tuesday,2_Tuesday,9.0
8923,Avenue,Restaurant,Restaurant,Breakfast,2019-11-20,Wednesday,3_Wednesday,0.0
8924,Avenue,Restaurant,Restaurant,Breakfast,2019-11-21,Thursday,4_Thursday,0.0
8925,Avenue,Restaurant,Restaurant,Breakfast,2019-11-22,Friday,5_Friday,2.0
8926,Avenue,Restaurant,Restaurant,Breakfast,2019-11-23,Saturday,6_Saturday,0.0
8927,Avenue,Restaurant,Restaurant,Breakfast,2019-11-24,Sunday,7_Sunday,0.0
8928,Avenue,Restaurant,Restaurant,Breakfast,2019-11-25,Monday,1_Monday,3.0
8929,Avenue,Restaurant,Restaurant,Breakfast,2019-11-26,Tuesday,2_Tuesday,4.0
8930,Avenue,Restaurant,Restaurant,Breakfast,2019-11-27,Wednesday,3_Wednesday,1.0
8931,Avenue,Restaurant,Restaurant,Breakfast,2019-11-28,Thursday,4_Thursday,16.0
8932,Avenue,Restaurant,Restaurant,Breakfast,2019-11-29,Friday,5_Friday,0.0
8933,Avenue,Restaurant,Restaurant,Breakfast,2019-11-30,Saturday,6_Saturday,0.0
8934,Avenue,Restaurant,Restaurant,Breakfast,2019-12-01,Sunday,7_Sunday,0.0
8935,Avenue,Restaurant,Restaurant,Breakfast,2019-12-02,Monday,1_Monday,0.0
8936,Avenue,Restaurant,Restaurant,Breakfast,2019-12-03,Tuesday,2_Tuesday,5.0
8937,Avenue,Restaurant,Restaurant,Breakfast,2019-12-04,Wednesday,3_Wednesday,8.0
8938,Avenue,Restaurant,Restaurant,Breakfast,2019-12-05,Thursday,4_Thursday,0.0
8939,Avenue,Restaurant,Restaurant,Breakfast,2019-12-06,Friday,5_Friday,0.0
8940,Avenue,Restaurant,Restaurant,Breakfast,2019-12-07,Saturday,6_Saturday,0.0
8941,Avenue,Restaurant,Restaurant,Breakfast,2019-12-08,Sunday,7_Sunday,0.0
8942,Avenue,Restaurant,Restaurant,Breakfast,2019-12-09,Monday,1_Monday,0.0
8943,Avenue,Restaurant,Restaurant,Breakfast,2019-12-10,Tuesday,2_Tuesday,4.0
8944,Avenue,Restaurant,Restaurant,Breakfast,2020-10-01,Thursday,4_Thursday,0.0
8945,Avenue,Restaurant,Restaurant,Breakfast,2020-10-02,Friday,5_Friday,0.0
8946,Avenue,Restaurant,Restaurant,Breakfast,2020-10-03,Saturday,6_Saturday,0.0
8947,Avenue,Restaurant,Restaurant,Breakfast,2020-10-04,Sunday,7_Sunday,0.0
8948,Avenue,Restaurant,Restaurant,Breakfast,2020-10-05,Monday,1_Monday,0.0
8949,Avenue,Restaurant,Restaurant,Breakfast,2020-10-06,Tuesday,2_Tuesday,0.0
8950,Avenue,Restaurant,Restaurant,Breakfast,2020-10-07,Wednesday,3_Wednesday,0.0
8951,Avenue,Restaurant,Restaurant,Breakfast,2020-10-08,Thursday,4_Thursday,0.0
8952,Avenue,Restaurant,Restaurant,Breakfast,2020-10-09,Friday,5_Friday,0.0
8953,Avenue,Restaurant,Restaurant,Breakfast,2020-10-10,Saturday,6_Saturday,0.0
8954,Avenue,Restaurant,Restaurant,Breakfast,2020-10-11,Sunday,7_Sunday,0.0
8955,Avenue,Restaurant,Restaurant,Breakfast,2020-10-12,Monday,1_Monday,0.0
8956,Avenue,Restaurant,Restaurant,Breakfast,2020-10-13,Tuesday,2_Tuesday,0.0
8957,Avenue,Restaurant,Restaurant,Breakfast,2020-10-14,Wednesday,3_Wednesday,0.0
8958,Avenue,Restaurant,Restaurant,Breakfast,2020-10-15,Thursday,4_Thursday,0.0
8959,Avenue,Restaurant,Restaurant,Breakfast,2020-10-16,Friday,5_Friday,0.0
8960,Avenue,Restaurant,Restaurant,Breakfast,2020-10-17,Saturday,6_Saturday,0.0
8961,Avenue,Restaurant,Restaurant,Breakfast,2020-10-18,Sunday,7_Sunday,0.0
8962,Avenue,Restaurant,Restaurant,Breakfast,2020-10-19,Monday,1_Monday,0.0
8963,Avenue,Restaurant,Restaurant,Breakfast,2020-10-20,Tuesday,2_Tuesday,0.0
8964,Avenue,Restaurant,Restaurant,Breakfast,2020-10-21,Wednesday,3_Wednesday,0.0
8965,Avenue,Restaurant,Restaurant,Breakfast,2020-10-22,Thursday,4_Thursday,0.0
8966,Avenue,Restaurant,Restaurant,Breakfast,2020-10-23,Friday,5_Friday,0.0
8967,Avenue,Restaurant,Restaurant,Breakfast,2020-10-24,Saturday,6_Saturday,0.0
8968,Avenue,Restaurant,Restaurant,Breakfast,2020-10-25,Sunday,7_Sunday,0.0
8969,Avenue,Restaurant,Restaurant,Breakfast,2020-10-26,Monday,1_Monday,0.0
8970,Avenue,Restaurant,Restaurant,Breakfast,2020-10-27,Tuesday,2_Tuesday,0.0
8971,Avenue,Restaurant,Restaurant,Breakfast,2020-10-28,Wednesday,3_Wednesday,0.0
8972,Avenue,Restaurant,Restaurant,Breakfast,2020-10-29,Thursday,4_Thursday,0.0
8973,Avenue,Restaurant,Restaurant,Breakfast,2020-10-30,Friday,5_Friday,0.0
8974,Avenue,Restaurant,Restaurant,Breakfast,2020-10-31,Saturday,6_Saturday,0.0
8975,Avenue,Restaurant,Restaurant,Breakfast,2020-11-01,Sunday,7_Sunday,0.0
8976,Avenue,Restaurant,Restaurant,Breakfast,2020-11-02,Monday,1_Monday,0.0
8977,Avenue,Restaurant,Restaurant,Breakfast,2020-11-03,Tuesday,2_Tuesday,0.0
8978,Avenue,Restaurant,Restaurant,Breakfast,2020-11-04,Wednesday,3_Wednesday,0.0
8979,Avenue,Restaurant,Restaurant,Breakfast,2020-11-05,Thursday,4_Thursday,0.0
8980,Avenue,Restaurant,Restaurant,Breakfast,2020-11-06,Friday,5_Friday,0.0
8981,Avenue,Restaurant,Restaurant,Breakfast,2020-11-09,Monday,1_Monday,0.0
8982,Avenue,Restaurant,Restaurant,Breakfast,2020-11-10,Tuesday,2_Tuesday,0.0
8983,Avenue,Restaurant,Restaurant,Breakfast,2020-11-11,Wednesday,3_Wednesday,0.0
8984,Avenue,Restaurant,Restaurant,Breakfast,2020-11-12,Thursday,4_Thursday,0.0
8985,Avenue,Restaurant,Restaurant,Breakfast,2020-11-13,Friday,5_Friday,0.0
8986,Avenue,Restaurant,Restaurant,Breakfast,2020-11-14,Saturday,6_Saturday,0.0
8987,Avenue,Restaurant,Restaurant,Breakfast,2020-11-15,Sunday,7_Sunday,0.0
8988,Avenue,Restaurant,Restaurant,Breakfast,2020-11-16,Monday,1_Monday,0.0
8989,Avenue,Restaurant,Restaurant,Breakfast,2020-11-17,Tuesday,2_Tuesday,0.0
8990,Avenue,Restaurant,Restaurant,Breakfast,2020-11-18,Wednesday,3_Wednesday,0.0
8991,Avenue,Restaurant,Restaurant,Breakfast,2020-11-19,Thursday,4_Thursday,0.0
8992,Avenue,Restaurant,Restaurant,Breakfast,2020-11-20,Friday,5_Friday,0.0
8993,Avenue,Restaurant,Restaurant,Breakfast,2020-11-21,Saturday,6_Saturday,0.0
8994,Avenue,Restaurant,Restaurant,Breakfast,2020-11-22,Sunday,7_Sunday,0.0
8995,Avenue,Restaurant,Restaurant,Breakfast,2020-11-23,Monday,1_Monday,0.0
8996,Avenue,Restaurant,Restaurant,Breakfast,2020-11-24,Tuesday,2_Tuesday,0.0
8997,Avenue,Restaurant,Restaurant,Breakfast,2020-11-25,Wednesday,3_Wednesday,0.0
8998,Avenue,Restaurant,Restaurant,Breakfast,2020-11-26,Thursday,4_Thursday,0.0
8999,Avenue,Restaurant,Restaurant,Breakfast,2020-11-27,Friday,5_Friday,0.0
9000,Avenue,Restaurant,Restaurant,Breakfast,2020-11-28,Saturday,6_Saturday,0.0
9001,Avenue,Restaurant,Restaurant,Breakfast,2020-11-30,Monday,1_Monday,0.0
9002,Avenue,Restaurant,Restaurant,Breakfast,2020-12-01,Tuesday,2_Tuesday,0.0
9003,Avenue,Restaurant,Restaurant,Breakfast,2020-12-02,Wednesday,3_Wednesday,0.0
9004,Avenue,Restaurant,Restaurant,Breakfast,2020-12-03,Thursday,4_Thursday,0.0
9005,Avenue,Restaurant,Restaurant,Breakfast,2020-12-04,Friday,5_Friday,0.0
9006,Avenue,Restaurant,Restaurant,Breakfast,2020-12-05,Saturday,6_Saturday,0.0
9007,Avenue,Restaurant,Restaurant,Breakfast,2020-12-06,Sunday,7_Sunday,0.0
9008,Avenue,Restaurant,Restaurant,Breakfast,2020-12-07,Monday,1_Monday,0.0
9009,Avenue,Restaurant,Restaurant,Breakfast,2020-12-08,Tuesday,2_Tuesday,0.0
9010,Avenue,Restaurant,Restaurant,Dinner,2019-11-01,Friday,5_Friday,58.0
9011,Avenue,Restaurant,Restaurant,Dinner,2019-11-02,Saturday,6_Saturday,87.0
9012,Avenue,Restaurant,Restaurant,Dinner,2019-11-03,Sunday,7_Sunday,14.0
9013,Avenue,Restaurant,Restaurant,Dinner,2019-11-04,Monday,1_Monday,48.0
9014,Avenue,Restaurant,Restaurant,Dinner,2019-11-05,Tuesday,2_Tuesday,0.0
9015,Avenue,Restaurant,Restaurant,Dinner,2019-11-06,Wednesday,3_Wednesday,52.0
9016,Avenue,Restaurant,Restaurant,Dinner,2019-11-07,Thursday,4_Thursday,34.0
9017,Avenue,Restaurant,Restaurant,Dinner,2019-11-08,Friday,5_Friday,42.0
9018,Avenue,Restaurant,Restaurant,Dinner,2019-11-09,Saturday,6_Saturday,99.0
9019,Avenue,Restaurant,Restaurant,Dinner,2019-11-10,Sunday,7_Sunday,15.0
9020,Avenue,Restaurant,Restaurant,Dinner,2019-11-11,Monday,1_Monday,37.0
9021,Avenue,Restaurant,Restaurant,Dinner,2019-11-12,Tuesday,2_Tuesday,0.0
9022,Avenue,Restaurant,Restaurant,Dinner,2019-11-13,Wednesday,3_Wednesday,35.0
9023,Avenue,Restaurant,Restaurant,Dinner,2019-11-14,Thursday,4_Thursday,44.0
9024,Avenue,Restaurant,Restaurant,Dinner,2019-11-15,Friday,5_Friday,31.0
9025,Avenue,Restaurant,Restaurant,Dinner,2019-11-16,Saturday,6_Saturday,123.0
9026,Avenue,Restaurant,Restaurant,Dinner,2019-11-17,Sunday,7_Sunday,2.0
9027,Avenue,Restaurant,Restaurant,Dinner,2019-11-18,Monday,1_Monday,49.0
9028,Avenue,Restaurant,Restaurant,Dinner,2019-11-19,Tuesday,2_Tuesday,51.0
9029,Avenue,Restaurant,Restaurant,Dinner,2019-11-20,Wednesday,3_Wednesday,55.0
9030,Avenue,Restaurant,Restaurant,Dinner,2019-11-21,Thursday,4_Thursday,0.0
9031,Avenue,Restaurant,Restaurant,Dinner,2019-11-22,Friday,5_Friday,71.0
9032,Avenue,Restaurant,Restaurant,Dinner,2019-11-23,Saturday,6_Saturday,0.0
9033,Avenue,Restaurant,Restaurant,Dinner,2019-11-24,Sunday,7_Sunday,0.0
9034,Avenue,Restaurant,Restaurant,Dinner,2019-11-25,Monday,1_Monday,19.0
9035,Avenue,Restaurant,Restaurant,Dinner,2019-11-26,Tuesday,2_Tuesday,43.0
9036,Avenue,Restaurant,Restaurant,Dinner,2019-11-27,Wednesday,3_Wednesday,42.0
9037,Avenue,Restaurant,Restaurant,Dinner,2019-11-28,Thursday,4_Thursday,37.0
9038,Avenue,Restaurant,Restaurant,Dinner,2019-11-29,Friday,5_Friday,67.0
9039,Avenue,Restaurant,Restaurant,Dinner,2019-11-30,Saturday,6_Saturday,168.0
9040,Avenue,Restaurant,Restaurant,Dinner,2019-12-01,Sunday,7_Sunday,7.0
9041,Avenue,Restaurant,Restaurant,Dinner,2019-12-02,Monday,1_Monday,31.0
9042,Avenue,Restaurant,Restaurant,Dinner,2019-12-03,Tuesday,2_Tuesday,49.0
9043,Avenue,Restaurant,Restaurant,Dinner,2019-12-04,Wednesday,3_Wednesday,0.0
9044,Avenue,Restaurant,Restaurant,Dinner,2019-12-05,Thursday,4_Thursday,0.0
9045,Avenue,Restaurant,Restaurant,Dinner,2019-12-06,Friday,5_Friday,61.0
9046,Avenue,Restaurant,Restaurant,Dinner,2019-12-07,Saturday,6_Saturday,154.0
9047,Avenue,Restaurant,Restaurant,Dinner,2019-12-08,Sunday,7_Sunday,24.0
9048,Avenue,Restaurant,Restaurant,Dinner,2019-12-09,Monday,1_Monday,44.0
9049,Avenue,Restaurant,Restaurant,Dinner,2019-12-10,Tuesday,2_Tuesday,65.0
9050,Avenue,Restaurant,Restaurant,Dinner,2020-10-01,Thursday,4_Thursday,23.0
9051,Avenue,Restaurant,Restaurant,Dinner,2020-10-02,Friday,5_Friday,18.0
9052,Avenue,Restaurant,Restaurant,Dinner,2020-10-03,Saturday,6_Saturday,74.0
9053,Avenue,Restaurant,Restaurant,Dinner,2020-10-04,Sunday,7_Sunday,8.0
9054,Avenue,Restaurant,Restaurant,Dinner,2020-10-05,Monday,1_Monday,0.0
9055,Avenue,Restaurant,Restaurant,Dinner,2020-10-06,Tuesday,2_Tuesday,7.0
9056,Avenue,Restaurant,Restaurant,Dinner,2020-10-07,Wednesday,3_Wednesday,12.0
9057,Avenue,Restaurant,Restaurant,Dinner,2020-10-08,Thursday,4_Thursday,48.0
9058,Avenue,Restaurant,Restaurant,Dinner,2020-10-09,Friday,5_Friday,10.0
9059,Avenue,Restaurant,Restaurant,Dinner,2020-10-10,Saturday,6_Saturday,80.0
9060,Avenue,Restaurant,Restaurant,Dinner,2020-10-11,Sunday,7_Sunday,0.0
9061,Avenue,Restaurant,Restaurant,Dinner,2020-10-12,Monday,1_Monday,0.0
9062,Avenue,Restaurant,Restaurant,Dinner,2020-10-13,Tuesday,2_Tuesday,15.0
9063,Avenue,Restaurant,Restaurant,Dinner,2020-10-14,Wednesday,3_Wednesday,13.0
9064,Avenue,Restaurant,Restaurant,Dinner,2020-10-15,Thursday,4_Thursday,43.0
9065,Avenue,Restaurant,Restaurant,Dinner,2020-10-16,Friday,5_Friday,32.0
9066,Avenue,Restaurant,Restaurant,Dinner,2020-10-17,Saturday,6_Saturday,11.0
9067,Avenue,Restaurant,Restaurant,Dinner,2020-10-18,Sunday,7_Sunday,2.0
9068,Avenue,Restaurant,Restaurant,Dinner,2020-10-19,Monday,1_Monday,0.0
9069,Avenue,Restaurant,Restaurant,Dinner,2020-10-20,Tuesday,2_Tuesday,2.0
9070,Avenue,Restaurant,Restaurant,Dinner,2020-10-21,Wednesday,3_Wednesday,6.0
9071,Avenue,Restaurant,Restaurant,Dinner,2020-10-22,Thursday,4_Thursday,14.0
9072,Avenue,Restaurant,Restaurant,Dinner,2020-10-23,Friday,5_Friday,21.0
9073,Avenue,Restaurant,Restaurant,Dinner,2020-10-24,Saturday,6_Saturday,28.0
9074,Avenue,Restaurant,Restaurant,Dinner,2020-10-25,Sunday,7_Sunday,8.0
9075,Avenue,Restaurant,Restaurant,Dinner,2020-10-26,Monday,1_Monday,0.0
9076,Avenue,Restaurant,Restaurant,Dinner,2020-10-27,Tuesday,2_Tuesday,0.0
9077,Avenue,Restaurant,Restaurant,Dinner,2020-10-28,Wednesday,3_Wednesday,5.0
9078,Avenue,Restaurant,Restaurant,Dinner,2020-10-29,Thursday,4_Thursday,22.0
9079,Avenue,Restaurant,Restaurant,Dinner,2020-10-30,Friday,5_Friday,0.0
9080,Avenue,Restaurant,Restaurant,Dinner,2020-10-31,Saturday,6_Saturday,34.0
9081,Avenue,Restaurant,Restaurant,Dinner,2020-11-01,Sunday,7_Sunday,8.0
9082,Avenue,Restaurant,Restaurant,Dinner,2020-11-02,Monday,1_Monday,0.0
9083,Avenue,Restaurant,Restaurant,Dinner,2020-11-03,Tuesday,2_Tuesday,0.0
9084,Avenue,Restaurant,Restaurant,Dinner,2020-11-04,Wednesday,3_Wednesday,36.0
9085,Avenue,Restaurant,Restaurant,Dinner,2020-11-05,Thursday,4_Thursday,0.0
9086,Avenue,Restaurant,Restaurant,Dinner,2020-11-06,Friday,5_Friday,0.0
9087,Avenue,Restaurant,Restaurant,Dinner,2020-11-09,Monday,1_Monday,0.0
9088,Avenue,Restaurant,Restaurant,Dinner,2020-11-10,Tuesday,2_Tuesday,0.0
9089,Avenue,Restaurant,Restaurant,Dinner,2020-11-11,Wednesday,3_Wednesday,0.0
9090,Avenue,Restaurant,Restaurant,Dinner,2020-11-12,Thursday,4_Thursday,0.0
9091,Avenue,Restaurant,Restaurant,Dinner,2020-11-13,Friday,5_Friday,0.0
9092,Avenue,Restaurant,Restaurant,Dinner,2020-11-14,Saturday,6_Saturday,0.0
9093,Avenue,Restaurant,Restaurant,Dinner,2020-11-15,Sunday,7_Sunday,0.0
9094,Avenue,Restaurant,Restaurant,Dinner,2020-11-16,Monday,1_Monday,0.0
9095,Avenue,Restaurant,Restaurant,Dinner,2020-11-17,Tuesday,2_Tuesday,0.0
9096,Avenue,Restaurant,Restaurant,Dinner,2020-11-18,Wednesday,3_Wednesday,0.0
9097,Avenue,Restaurant,Restaurant,Dinner,2020-11-19,Thursday,4_Thursday,0.0
9098,Avenue,Restaurant,Restaurant,Dinner,2020-11-20,Friday,5_Friday,0.0
9099,Avenue,Restaurant,Restaurant,Dinner,2020-11-21,Saturday,6_Saturday,0.0
9100,Avenue,Restaurant,Restaurant,Dinner,2020-11-22,Sunday,7_Sunday,0.0
9101,Avenue,Restaurant,Restaurant,Dinner,2020-11-23,Monday,1_Monday,0.0
9102,Avenue,Restaurant,Restaurant,Dinner,2020-11-24,Tuesday,2_Tuesday,0.0
9103,Avenue,Restaurant,Restaurant,Dinner,2020-11-25,Wednesday,3_Wednesday,0.0
9104,Avenue,Restaurant,Restaurant,Dinner,2020-11-26,Thursday,4_Thursday,0.0
9105,Avenue,Restaurant,Restaurant,Dinner,2020-11-27,Friday,5_Friday,0.0
9106,Avenue,Restaurant,Restaurant,Dinner,2020-11-28,Saturday,6_Saturday,0.0
9107,Avenue,Restaurant,Restaurant,Dinner,2020-11-30,Monday,1_Monday,0.0
9108,Avenue,Restaurant,Restaurant,Dinner,2020-12-01,Tuesday,2_Tuesday,0.0
9109,Avenue,Restaurant,Restaurant,Dinner,2020-12-02,Wednesday,3_Wednesday,6.0
9110,Avenue,Restaurant,Restaurant,Dinner,2020-12-03,Thursday,4_Thursday,27.0
9111,Avenue,Restaurant,Restaurant,Dinner,2020-12-04,Friday,5_Friday,11.0
9112,Avenue,Restaurant,Restaurant,Dinner,2020-12-05,Saturday,6_Saturday,36.0
9113,Avenue,Restaurant,Restaurant,Dinner,2020-12-06,Sunday,7_Sunday,4.0
9114,Avenue,Restaurant,Restaurant,Dinner,2020-12-07,Monday,1_Monday,0.0
9115,Avenue,Restaurant,Restaurant,Dinner,2020-12-08,Tuesday,2_Tuesday,8.0
9116,Avenue,Restaurant,Restaurant,Lunch,2019-11-01,Friday,5_Friday,44.0
9117,Avenue,Restaurant,Restaurant,Lunch,2019-11-02,Saturday,6_Saturday,137.0
9118,Avenue,Restaurant,Restaurant,Lunch,2019-11-03,Sunday,7_Sunday,65.0
9119,Avenue,Restaurant,Restaurant,Lunch,2019-11-04,Monday,1_Monday,34.0
9120,Avenue,Restaurant,Restaurant,Lunch,2019-11-05,Tuesday,2_Tuesday,44.0
9121,Avenue,Restaurant,Restaurant,Lunch,2019-11-06,Wednesday,3_Wednesday,64.0
9122,Avenue,Restaurant,Restaurant,Lunch,2019-11-07,Thursday,4_Thursday,32.0
9123,Avenue,Restaurant,Restaurant,Lunch,2019-11-08,Friday,5_Friday,42.0
9124,Avenue,Restaurant,Restaurant,Lunch,2019-11-09,Saturday,6_Saturday,103.0
9125,Avenue,Restaurant,Restaurant,Lunch,2019-11-10,Sunday,7_Sunday,55.0
9126,Avenue,Restaurant,Restaurant,Lunch,2019-11-11,Monday,1_Monday,36.0
9127,Avenue,Restaurant,Restaurant,Lunch,2019-11-12,Tuesday,2_Tuesday,52.0
9128,Avenue,Restaurant,Restaurant,Lunch,2019-11-13,Wednesday,3_Wednesday,48.0
9129,Avenue,Restaurant,Restaurant,Lunch,2019-11-14,Thursday,4_Thursday,57.0
9130,Avenue,Restaurant,Restaurant,Lunch,2019-11-15,Friday,5_Friday,34.0
9131,Avenue,Restaurant,Restaurant,Lunch,2019-11-16,Saturday,6_Saturday,94.0
