,Restaurant,Week,Day,This Week,Last Week,Last Year,vs. LW,vs. LW %,vs. LY,vs. LY %
1535,Angler Restaurant,Next Week,Tuesday,0.0,0.0,16.0,0.0,1.0,-16.0,-1.0
201,Angler Restaurant,Next Week,Wednesday,2.0,10.0,0.0,-8.0,-0.8,2.0,2.0
200,Angler Restaurant,Next Week,Thursday,9.0,19.0,10.0,-10.0,-0.5263157894736842,-1.0,-0.1
197,Angler Restaurant,Next Week,Friday,2.0,24.0,-4.0,-22.0,-0.9166666666666666,6.0,-1.5
198,Angler Restaurant,Next Week,Saturday,-2.0,6.0,0.0,-8.0,-1.3333333333333333,-2.0,-2.0
199,Angler Restaurant,Next Week,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
39,Angler Restaurant,Next Week,Full Week,11.0,59.0,28.0,-48.0,-0.8135593220338984,-17.0,-0.6071428571428571
213,Angler Restaurant,Two Weeks,Monday,4.0,0.0,0.0,4.0,4.0,4.0,4.0
215,Angler Restaurant,Two Weeks,Tuesday,4.0,0.0,0.0,4.0,4.0,4.0,4.0
216,Angler Restaurant,Two Weeks,Wednesday,0.0,3.0,-2.0,-3.0,-1.0,2.0,-1.0
214,Angler Restaurant,Two Weeks,Thursday,2.0,12.0,0.0,-10.0,-0.8333333333333334,2.0,2.0
212,Angler Restaurant,Two Weeks,Friday,2.0,2.0,0.0,0.0,0.5,2.0,2.0
1222,Angler Restaurant,Two Weeks,Saturday,0.0,2.0,0.0,-2.0,-1.0,0.0,1.0
44,Angler Restaurant,Two Weeks,Full Week,12.0,19.0,-2.0,-7.0,-0.3684210526315789,14.0,-7.0
1545,Angler Restaurant,Three Weeks,Tuesday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
1221,Angler Restaurant,Three Weeks,Wednesday,0.0,6.0,0.0,-6.0,-1.0,0.0,1.0
211,Angler Restaurant,Three Weeks,Thursday,2.0,0.0,0.0,2.0,2.0,2.0,2.0
1220,Angler Restaurant,Three Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1544,Angler Restaurant,Three Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
43,Angler Restaurant,Three Weeks,Full Week,2.0,6.0,2.0,-4.0,-0.6666666666666666,0.0,0.5
1532,Angler Restaurant,Four Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1533,Angler Restaurant,Four Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
196,Angler Restaurant,Four Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1219,Angler Restaurant,Four Weeks,Thursday,0.0,5.0,0.0,-5.0,-1.0,0.0,1.0
194,Angler Restaurant,Four Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
195,Angler Restaurant,Four Weeks,Saturday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
38,Angler Restaurant,Four Weeks,Full Week,0.0,5.0,2.0,-5.0,-1.0,-2.0,-1.0
1529,Angler Restaurant,Five Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1531,Angler Restaurant,Five Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
193,Angler Restaurant,Five Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1530,Angler Restaurant,Five Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1218,Angler Restaurant,Five Weeks,Friday,0.0,0.0,5.0,0.0,1.0,-5.0,-1.0
192,Angler Restaurant,Five Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
37,Angler Restaurant,Five Weeks,Full Week,0.0,0.0,5.0,0.0,1.0,-5.0,-1.0
1540,Angler Restaurant,Six Weeks,Monday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
1542,Angler Restaurant,Six Weeks,Tuesday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
1543,Angler Restaurant,Six Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1541,Angler Restaurant,Six Weeks,Thursday,0.0,0.0,-3.0,0.0,1.0,3.0,-1.0
1539,Angler Restaurant,Six Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
204,Angler Restaurant,Six Weeks,Saturday,2.0,0.0,0.0,2.0,2.0,2.0,2.0
41,Angler Restaurant,Six Weeks,Full Week,2.0,0.0,1.0,2.0,2.0,1.0,1.0
1537,Angler Restaurant,Seven Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1538,Angler Restaurant,Seven Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
203,Angler Restaurant,Seven Weeks,Thursday,6.0,0.0,0.0,6.0,6.0,6.0,6.0
1536,Angler Restaurant,Seven Weeks,Friday,0.0,0.0,1.0,0.0,1.0,-1.0,-1.0
202,Angler Restaurant,Seven Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
40,Angler Restaurant,Seven Weeks,Full Week,6.0,0.0,1.0,6.0,6.0,5.0,5.0
1526,Angler Restaurant,Eight Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1527,Angler Restaurant,Eight Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1528,Angler Restaurant,Eight Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1217,Angler Restaurant,Eight Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1525,Angler Restaurant,Eight Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
191,Angler Restaurant,Eight Weeks,Saturday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
36,Angler Restaurant,Eight Weeks,Full Week,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
235,Aster,This Week,Tuesday,16.0,0.0,54.0,16.0,16.0,-38.0,-0.7037037037037037
236,Aster,This Week,Wednesday,3.0,2.0,35.0,1.0,0.5,-32.0,-0.9142857142857143
234,Aster,This Week,Thursday,11.0,9.0,25.0,2.0,0.2222222222222222,-14.0,-0.56
231,Aster,This Week,Friday,6.0,0.0,22.0,6.0,6.0,-16.0,-0.7272727272727273
232,Aster,This Week,Saturday,17.0,7.0,7.0,10.0,1.4285714285714286,10.0,1.4285714285714286
233,Aster,This Week,Sunday,4.0,6.0,0.0,-2.0,-0.3333333333333333,4.0,4.0
51,Aster,This Week,Full Week,57.0,24.0,143.0,33.0,1.375,-86.0,-0.6013986013986014
224,Aster,Next Week,Monday,10.0,0.0,13.0,10.0,10.0,-3.0,-0.23076923076923078
227,Aster,Next Week,Tuesday,6.0,4.0,0.0,2.0,0.5,6.0,6.0
228,Aster,Next Week,Wednesday,0.0,-4.0,13.0,4.0,-1.0,-13.0,-1.0
226,Aster,Next Week,Thursday,-2.0,2.0,44.0,-4.0,-2.0,-46.0,-1.0454545454545454
223,Aster,Next Week,Friday,0.0,0.0,15.0,0.0,1.0,-15.0,-1.0
225,Aster,Next Week,Saturday,2.0,4.0,10.0,-2.0,-0.5,-8.0,-0.8
1226,Aster,Next Week,Sunday,0.0,10.0,0.0,-10.0,-1.0,0.0,1.0
48,Aster,Next Week,Full Week,16.0,16.0,95.0,0.0,0.0625,-79.0,-0.8315789473684211
240,Aster,Two Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
243,Aster,Two Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1232,Aster,Two Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
242,Aster,Two Weeks,Thursday,0.0,3.0,0.0,-3.0,-1.0,0.0,1.0
1230,Aster,Two Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1231,Aster,Two Weeks,Saturday,0.0,2.0,0.0,-2.0,-1.0,0.0,1.0
241,Aster,Two Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
53,Aster,Two Weeks,Full Week,0.0,5.0,0.0,-5.0,-1.0,0.0,1.0
1564,Aster,Three Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1229,Aster,Three Weeks,Tuesday,0.0,0.0,8.0,0.0,1.0,-8.0,-1.0
239,Aster,Three Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
238,Aster,Three Weeks,Thursday,0.0,0.0,7.0,0.0,1.0,-7.0,-1.0
237,Aster,Three Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1565,Aster,Three Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1566,Aster,Three Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
52,Aster,Three Weeks,Full Week,0.0,0.0,15.0,0.0,1.0,-15.0,-1.0
1559,Aster,Four Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1225,Aster,Four Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1224,Aster,Four Weeks,Thursday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
1223,Aster,Four Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1557,Aster,Four Weeks,Saturday,0.0,0.0,3.0,0.0,1.0,-3.0,-1.0
1558,Aster,Four Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
47,Aster,Four Weeks,Full Week,0.0,0.0,5.0,0.0,1.0,-5.0,-1.0
1554,Aster,Five Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
222,Aster,Five Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1556,Aster,Five Weeks,Thursday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
1553,Aster,Five Weeks,Friday,0.0,0.0,4.0,0.0,1.0,-4.0,-1.0
221,Aster,Five Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1555,Aster,Five Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
46,Aster,Five Weeks,Full Week,0.0,0.0,6.0,0.0,1.0,-6.0,-1.0
230,Aster,Six Weeks,Tuesday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
1563,Aster,Six Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1562,Aster,Six Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1228,Aster,Six Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
50,Aster,Six Weeks,Full Week,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
1227,Aster,Seven Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
229,Aster,Seven Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1560,Aster,Seven Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1561,Aster,Seven Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
49,Aster,Seven Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
220,Aster,Eight Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1550,Aster,Eight Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1551,Aster,Eight Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1552,Aster,Eight Weeks,Sunday,0.0,0.0,4.0,0.0,1.0,-4.0,-1.0
45,Aster,Eight Weeks,Full Week,0.0,0.0,4.0,0.0,1.0,-4.0,-1.0
262,Avenue,This Week,Tuesday,4.0,0.0,18.0,4.0,4.0,-14.0,-0.7777777777777778
263,Avenue,This Week,Wednesday,0.0,0.0,8.0,0.0,1.0,-8.0,-1.0
261,Avenue,This Week,Thursday,9.0,1.0,22.0,8.0,8.0,-13.0,-0.5909090909090909
258,Avenue,This Week,Friday,6.0,0.0,11.0,6.0,6.0,-5.0,-0.45454545454545453
259,Avenue,This Week,Saturday,-5.0,10.0,-1.0,-15.0,-1.5,-4.0,4.0
260,Avenue,This Week,Sunday,2.0,1.0,0.0,1.0,1.0,2.0,2.0
60,Avenue,This Week,Full Week,16.0,12.0,58.0,4.0,0.3333333333333333,-42.0,-0.7241379310344828
1578,Avenue,Next Week,Monday,0.0,0.0,7.0,0.0,1.0,-7.0,-1.0
254,Avenue,Next Week,Tuesday,0.0,2.0,4.0,-2.0,-1.0,-4.0,-1.0
255,Avenue,Next Week,Wednesday,2.0,0.0,12.0,2.0,2.0,-10.0,-0.8333333333333334
253,Avenue,Next Week,Thursday,0.0,0.0,-1.0,0.0,1.0,1.0,-1.0
250,Avenue,Next Week,Friday,2.0,0.0,7.0,2.0,2.0,-5.0,-0.7142857142857143
251,Avenue,Next Week,Saturday,2.0,10.0,7.0,-8.0,-0.8,-5.0,-0.7142857142857143
252,Avenue,Next Week,Sunday,0.0,0.0,9.0,0.0,1.0,-9.0,-1.0
57,Avenue,Next Week,Full Week,6.0,12.0,45.0,-6.0,-0.5,-39.0,-0.8666666666666667
1240,Avenue,Two Weeks,Tuesday,0.0,-12.0,0.0,12.0,-1.0,0.0,1.0
271,Avenue,Two Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
270,Avenue,Two Weeks,Thursday,0.0,2.0,0.0,-2.0,-1.0,0.0,1.0
1239,Avenue,Two Weeks,Friday,0.0,2.0,0.0,-2.0,-1.0,0.0,1.0
268,Avenue,Two Weeks,Saturday,2.0,0.0,4.0,2.0,2.0,-2.0,-0.5
269,Avenue,Two Weeks,Sunday,4.0,0.0,0.0,4.0,4.0,4.0,4.0
62,Avenue,Two Weeks,Full Week,6.0,-8.0,4.0,14.0,-1.75,2.0,0.5
1583,Avenue,Three Weeks,Tuesday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
267,Avenue,Three Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
266,Avenue,Three Weeks,Thursday,-2.0,5.0,0.0,-7.0,-1.4,-2.0,-2.0
1238,Avenue,Three Weeks,Friday,0.0,3.0,0.0,-3.0,-1.0,0.0,1.0
264,Avenue,Three Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
265,Avenue,Three Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
61,Avenue,Three Weeks,Full Week,-2.0,8.0,2.0,-10.0,-1.25,-4.0,-2.0
1577,Avenue,Four Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1235,Avenue,Four Weeks,Wednesday,0.0,0.0,14.0,0.0,1.0,-14.0,-1.0
1234,Avenue,Four Weeks,Thursday,0.0,2.0,0.0,-2.0,-1.0,0.0,1.0
1575,Avenue,Four Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
249,Avenue,Four Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1576,Avenue,Four Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
56,Avenue,Four Weeks,Full Week,0.0,2.0,14.0,-2.0,-1.0,-14.0,-1.0
1571,Avenue,Five Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1573,Avenue,Five Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1574,Avenue,Five Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
248,Avenue,Five Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1570,Avenue,Five Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1572,Avenue,Five Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
55,Avenue,Five Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1581,Avenue,Six Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1237,Avenue,Six Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1582,Avenue,Six Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1236,Avenue,Six Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
257,Avenue,Six Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
59,Avenue,Six Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1580,Avenue,Seven Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1579,Avenue,Seven Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
256,Avenue,Seven Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
58,Avenue,Seven Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1233,Avenue,Eight Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
54,Avenue,Eight Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
321,Bluebird Chelsea Restaurant,This Week,Tuesday,11.0,0.0,34.0,11.0,11.0,-23.0,-0.6764705882352942
322,Bluebird Chelsea Restaurant,This Week,Wednesday,-7.0,34.0,-24.0,-41.0,-1.2058823529411764,17.0,-0.7083333333333334
320,Bluebird Chelsea Restaurant,This Week,Thursday,1.0,7.0,9.0,-6.0,-0.8571428571428571,-8.0,-0.8888888888888888
317,Bluebird Chelsea Restaurant,This Week,Friday,28.0,22.0,16.0,6.0,0.2727272727272727,12.0,0.75
318,Bluebird Chelsea Restaurant,This Week,Saturday,12.0,14.0,20.0,-2.0,-0.14285714285714285,-8.0,-0.4
319,Bluebird Chelsea Restaurant,This Week,Sunday,20.0,31.0,4.0,-11.0,-0.3548387096774194,16.0,4.0
69,Bluebird Chelsea Restaurant,This Week,Full Week,65.0,108.0,59.0,-43.0,-0.39814814814814814,6.0,0.1016949152542373
306,Bluebird Chelsea Restaurant,Next Week,Monday,0.0,0.0,-6.0,0.0,1.0,6.0,-1.0
310,Bluebird Chelsea Restaurant,Next Week,Tuesday,5.0,10.0,22.0,-5.0,-0.5,-17.0,-0.7727272727272727
311,Bluebird Chelsea Restaurant,Next Week,Wednesday,10.0,-1.0,4.0,11.0,-11.0,6.0,1.5
309,Bluebird Chelsea Restaurant,Next Week,Thursday,10.0,5.0,20.0,5.0,1.0,-10.0,-0.5
305,Bluebird Chelsea Restaurant,Next Week,Friday,18.0,20.0,0.0,-2.0,-0.1,18.0,18.0
307,Bluebird Chelsea Restaurant,Next Week,Saturday,18.0,8.0,-11.0,10.0,1.25,29.0,-2.6363636363636362
308,Bluebird Chelsea Restaurant,Next Week,Sunday,18.0,-4.0,2.0,22.0,-5.5,16.0,8.0
66,Bluebird Chelsea Restaurant,Next Week,Full Week,79.0,38.0,31.0,41.0,1.0789473684210527,48.0,1.5483870967741935
331,Bluebird Chelsea Restaurant,Two Weeks,Monday,4.0,-1.0,2.0,5.0,-5.0,2.0,1.0
335,Bluebird Chelsea Restaurant,Two Weeks,Tuesday,3.0,-2.0,0.0,5.0,-2.5,3.0,3.0
336,Bluebird Chelsea Restaurant,Two Weeks,Wednesday,2.0,-1.0,0.0,3.0,-3.0,2.0,2.0
334,Bluebird Chelsea Restaurant,Two Weeks,Thursday,13.0,2.0,0.0,11.0,5.5,13.0,13.0
330,Bluebird Chelsea Restaurant,Two Weeks,Friday,2.0,9.0,0.0,-7.0,-0.7777777777777778,2.0,2.0
332,Bluebird Chelsea Restaurant,Two Weeks,Saturday,10.0,-1.0,13.0,11.0,-11.0,-3.0,-0.23076923076923078
333,Bluebird Chelsea Restaurant,Two Weeks,Sunday,12.0,-2.0,13.0,14.0,-7.0,-1.0,-0.07692307692307693
71,Bluebird Chelsea Restaurant,Two Weeks,Full Week,46.0,4.0,28.0,42.0,10.5,18.0,0.6428571428571429
324,Bluebird Chelsea Restaurant,Three Weeks,Monday,10.0,2.0,-4.0,8.0,4.0,14.0,-3.5
328,Bluebird Chelsea Restaurant,Three Weeks,Tuesday,0.0,2.0,11.0,-2.0,-1.0,-11.0,-1.0
329,Bluebird Chelsea Restaurant,Three Weeks,Wednesday,6.0,4.0,0.0,2.0,0.5,6.0,6.0
327,Bluebird Chelsea Restaurant,Three Weeks,Thursday,2.0,4.0,0.0,-2.0,-0.5,2.0,2.0
323,Bluebird Chelsea Restaurant,Three Weeks,Friday,-2.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0
325,Bluebird Chelsea Restaurant,Three Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
326,Bluebird Chelsea Restaurant,Three Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
70,Bluebird Chelsea Restaurant,Three Weeks,Full Week,16.0,12.0,7.0,4.0,0.3333333333333333,9.0,1.2857142857142858
1247,Bluebird Chelsea Restaurant,Four Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1250,Bluebird Chelsea Restaurant,Four Weeks,Tuesday,0.0,2.0,0.0,-2.0,-1.0,0.0,1.0
1251,Bluebird Chelsea Restaurant,Four Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1249,Bluebird Chelsea Restaurant,Four Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1246,Bluebird Chelsea Restaurant,Four Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
304,Bluebird Chelsea Restaurant,Four Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1248,Bluebird Chelsea Restaurant,Four Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
65,Bluebird Chelsea Restaurant,Four Weeks,Full Week,0.0,2.0,0.0,-2.0,-1.0,0.0,1.0
1665,Bluebird Chelsea Restaurant,Five Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1667,Bluebird Chelsea Restaurant,Five Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
303,Bluebird Chelsea Restaurant,Five Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1666,Bluebird Chelsea Restaurant,Five Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
300,Bluebird Chelsea Restaurant,Five Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
301,Bluebird Chelsea Restaurant,Five Weeks,Saturday,0.0,0.0,14.0,0.0,1.0,-14.0,-1.0
302,Bluebird Chelsea Restaurant,Five Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
64,Bluebird Chelsea Restaurant,Five Weeks,Full Week,0.0,0.0,14.0,0.0,1.0,-14.0,-1.0
316,Bluebird Chelsea Restaurant,Six Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
314,Bluebird Chelsea Restaurant,Six Weeks,Friday,0.0,2.0,0.0,-2.0,-1.0,0.0,1.0
315,Bluebird Chelsea Restaurant,Six Weeks,Saturday,6.0,0.0,0.0,6.0,6.0,6.0,6.0
1253,Bluebird Chelsea Restaurant,Six Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
68,Bluebird Chelsea Restaurant,Six Weeks,Full Week,6.0,2.0,0.0,4.0,2.0,6.0,6.0
313,Bluebird Chelsea Restaurant,Seven Weeks,Tuesday,0.0,0.0,4.0,0.0,1.0,-4.0,-1.0
1252,Bluebird Chelsea Restaurant,Seven Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1668,Bluebird Chelsea Restaurant,Seven Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
312,Bluebird Chelsea Restaurant,Seven Weeks,Saturday,0.0,0.0,4.0,0.0,1.0,-4.0,-1.0
67,Bluebird Chelsea Restaurant,Seven Weeks,Full Week,0.0,0.0,8.0,0.0,1.0,-8.0,-1.0
1664,Bluebird Chelsea Restaurant,Eight Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1245,Bluebird Chelsea Restaurant,Eight Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1244,Bluebird Chelsea Restaurant,Eight Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
299,Bluebird Chelsea Restaurant,Eight Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
63,Bluebird Chelsea Restaurant,Eight Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
365,Bluebird White City,This Week,Tuesday,10.0,0.0,23.0,10.0,10.0,-13.0,-0.5652173913043478
366,Bluebird White City,This Week,Wednesday,4.0,4.0,15.0,0.0,0.25,-11.0,-0.7333333333333333
364,Bluebird White City,This Week,Thursday,8.0,0.0,23.0,8.0,8.0,-15.0,-0.6521739130434783
361,Bluebird White City,This Week,Friday,0.0,6.0,0.0,-6.0,-1.0,0.0,1.0
362,Bluebird White City,This Week,Saturday,0.0,3.0,0.0,-3.0,-1.0,0.0,1.0
363,Bluebird White City,This Week,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
78,Bluebird White City,This Week,Full Week,22.0,13.0,61.0,9.0,0.6923076923076923,-39.0,-0.639344262295082
355,Bluebird White City,Next Week,Monday,3.0,0.0,5.0,3.0,3.0,-2.0,-0.4
359,Bluebird White City,Next Week,Tuesday,2.0,6.0,-17.0,-4.0,-0.6666666666666666,19.0,-1.1176470588235294
360,Bluebird White City,Next Week,Wednesday,0.0,0.0,-5.0,0.0,1.0,5.0,-1.0
358,Bluebird White City,Next Week,Thursday,0.0,5.0,2.0,-5.0,-1.0,-2.0,-1.0
354,Bluebird White City,Next Week,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
356,Bluebird White City,Next Week,Saturday,9.0,0.0,0.0,9.0,9.0,9.0,9.0
357,Bluebird White City,Next Week,Sunday,0.0,2.0,0.0,-2.0,-1.0,0.0,1.0
75,Bluebird White City,Next Week,Full Week,14.0,13.0,-15.0,1.0,0.07692307692307693,29.0,-1.9333333333333333
367,Bluebird White City,Two Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1266,Bluebird White City,Two Weeks,Tuesday,0.0,4.0,0.0,-4.0,-1.0,0.0,1.0
1267,Bluebird White City,Two Weeks,Wednesday,0.0,12.0,0.0,-12.0,-1.0,0.0,1.0
368,Bluebird White City,Two Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1264,Bluebird White City,Two Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1265,Bluebird White City,Two Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
80,Bluebird White City,Two Weeks,Full Week,0.0,16.0,0.0,-16.0,-1.0,0.0,1.0
1262,Bluebird White City,Three Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1680,Bluebird White City,Three Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1263,Bluebird White City,Three Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
79,Bluebird White City,Three Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1677,Bluebird White City,Four Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
74,Bluebird White City,Four Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1676,Bluebird White City,Five Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
73,Bluebird White City,Five Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1679,Bluebird White City,Six Weeks,Saturday,0.0,0.0,8.0,0.0,1.0,-8.0,-1.0
77,Bluebird White City,Six Weeks,Full Week,0.0,0.0,8.0,0.0,1.0,-8.0,-1.0
1678,Bluebird White City,Seven Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
