,Restaurant,Week,Day,This Week,Last Week,Last Year,vs. LW,vs. LW %,vs. LY,vs. LY %
76,Bluebird White City,Seven Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1675,Bluebird White City,Eight Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1674,Bluebird White City,Eight Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
72,Bluebird White City,Eight Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
391,Butlers Wharf Chophouse Restaurant,This Week,Tuesday,4.0,0.0,7.0,4.0,4.0,-3.0,-0.42857142857142855
392,Butlers Wharf Chophouse Restaurant,This Week,Wednesday,1.0,5.0,-3.0,-4.0,-0.8,4.0,-1.3333333333333333
390,Butlers Wharf Chophouse Restaurant,This Week,Thursday,0.0,2.0,11.0,-2.0,-1.0,-11.0,-1.0
387,Butlers Wharf Chophouse Restaurant,This Week,Friday,12.0,6.0,23.0,6.0,1.0,-11.0,-0.4782608695652174
388,Butlers Wharf Chophouse Restaurant,This Week,Saturday,29.0,1.0,5.0,28.0,28.0,24.0,4.8
389,Butlers Wharf Chophouse Restaurant,This Week,Sunday,14.0,7.0,9.0,7.0,1.0,5.0,0.5555555555555556
87,Butlers Wharf Chophouse Restaurant,This Week,Full Week,60.0,21.0,52.0,39.0,1.8571428571428572,8.0,0.15384615384615385
1724,Butlers Wharf Chophouse Restaurant,Next Week,Monday,0.0,0.0,3.0,0.0,1.0,-3.0,-1.0
385,Butlers Wharf Chophouse Restaurant,Next Week,Tuesday,-4.0,0.0,3.0,-4.0,-4.0,-7.0,-2.3333333333333335
386,Butlers Wharf Chophouse Restaurant,Next Week,Wednesday,6.0,10.0,15.0,-4.0,-0.4,-9.0,-0.6
384,Butlers Wharf Chophouse Restaurant,Next Week,Thursday,0.0,2.0,0.0,-2.0,-1.0,0.0,1.0
381,Butlers Wharf Chophouse Restaurant,Next Week,Friday,2.0,5.0,9.0,-3.0,-0.6,-7.0,-0.7777777777777778
382,Butlers Wharf Chophouse Restaurant,Next Week,Saturday,6.0,4.0,0.0,2.0,0.5,6.0,6.0
383,Butlers Wharf Chophouse Restaurant,Next Week,Sunday,6.0,12.0,0.0,-6.0,-0.5,6.0,6.0
84,Butlers Wharf Chophouse Restaurant,Next Week,Full Week,16.0,33.0,30.0,-17.0,-0.5151515151515151,-14.0,-0.4666666666666667
1732,Butlers Wharf Chophouse Restaurant,Two Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
403,Butlers Wharf Chophouse Restaurant,Two Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
404,Butlers Wharf Chophouse Restaurant,Two Weeks,Wednesday,-1.0,0.0,2.0,-1.0,-1.0,-3.0,-1.5
402,Butlers Wharf Chophouse Restaurant,Two Weeks,Thursday,4.0,12.0,0.0,-8.0,-0.6666666666666666,4.0,4.0
399,Butlers Wharf Chophouse Restaurant,Two Weeks,Friday,3.0,0.0,0.0,3.0,3.0,3.0,3.0
400,Butlers Wharf Chophouse Restaurant,Two Weeks,Saturday,-12.0,8.0,0.0,-20.0,-2.5,-12.0,-12.0
401,Butlers Wharf Chophouse Restaurant,Two Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
89,Butlers Wharf Chophouse Restaurant,Two Weeks,Full Week,-6.0,20.0,2.0,-26.0,-1.3,-8.0,-4.0
1731,Butlers Wharf Chophouse Restaurant,Three Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
397,Butlers Wharf Chophouse Restaurant,Three Weeks,Tuesday,4.0,8.0,4.0,-4.0,-0.5,0.0,0.25
398,Butlers Wharf Chophouse Restaurant,Three Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
396,Butlers Wharf Chophouse Restaurant,Three Weeks,Thursday,0.0,4.0,12.0,-4.0,-1.0,-12.0,-1.0
393,Butlers Wharf Chophouse Restaurant,Three Weeks,Friday,6.0,4.0,0.0,2.0,0.5,6.0,6.0
394,Butlers Wharf Chophouse Restaurant,Three Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
395,Butlers Wharf Chophouse Restaurant,Three Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
88,Butlers Wharf Chophouse Restaurant,Three Weeks,Full Week,10.0,16.0,16.0,-6.0,-0.375,-6.0,-0.375
1272,Butlers Wharf Chophouse Restaurant,Four Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1273,Butlers Wharf Chophouse Restaurant,Four Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1271,Butlers Wharf Chophouse Restaurant,Four Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
379,Butlers Wharf Chophouse Restaurant,Four Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
380,Butlers Wharf Chophouse Restaurant,Four Weeks,Saturday,0.0,0.0,12.0,0.0,1.0,-12.0,-1.0
1723,Butlers Wharf Chophouse Restaurant,Four Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
83,Butlers Wharf Chophouse Restaurant,Four Weeks,Full Week,0.0,0.0,12.0,0.0,1.0,-12.0,-1.0
1721,Butlers Wharf Chophouse Restaurant,Five Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1722,Butlers Wharf Chophouse Restaurant,Five Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
376,Butlers Wharf Chophouse Restaurant,Five Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
377,Butlers Wharf Chophouse Restaurant,Five Weeks,Saturday,2.0,0.0,0.0,2.0,2.0,2.0,2.0
378,Butlers Wharf Chophouse Restaurant,Five Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
82,Butlers Wharf Chophouse Restaurant,Five Weeks,Full Week,2.0,0.0,0.0,2.0,2.0,2.0,2.0
1730,Butlers Wharf Chophouse Restaurant,Six Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1729,Butlers Wharf Chophouse Restaurant,Six Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1727,Butlers Wharf Chophouse Restaurant,Six Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1728,Butlers Wharf Chophouse Restaurant,Six Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1274,Butlers Wharf Chophouse Restaurant,Six Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
86,Butlers Wharf Chophouse Restaurant,Six Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1726,Butlers Wharf Chophouse Restaurant,Seven Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1725,Butlers Wharf Chophouse Restaurant,Seven Weeks,Sunday,0.0,0.0,22.0,0.0,1.0,-22.0,-1.0
85,Butlers Wharf Chophouse Restaurant,Seven Weeks,Full Week,0.0,0.0,22.0,0.0,1.0,-22.0,-1.0
1720,Butlers Wharf Chophouse Restaurant,Eight Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
81,Butlers Wharf Chophouse Restaurant,Eight Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
419,Cantina del Ponte,This Week,Tuesday,-7.0,0.0,0.0,-7.0,-7.0,-7.0,-7.0
420,Cantina del Ponte,This Week,Wednesday,-5.0,5.0,0.0,-10.0,-2.0,-5.0,-5.0
418,Cantina del Ponte,This Week,Thursday,-2.0,12.0,0.0,-14.0,-1.1666666666666667,-2.0,-2.0
415,Cantina del Ponte,This Week,Friday,12.0,22.0,0.0,-10.0,-0.45454545454545453,12.0,12.0
416,Cantina del Ponte,This Week,Saturday,22.0,1.0,0.0,21.0,21.0,22.0,22.0
417,Cantina del Ponte,This Week,Sunday,2.0,4.0,0.0,-2.0,-0.5,2.0,2.0
94,Cantina del Ponte,This Week,Full Week,22.0,44.0,0.0,-22.0,-0.5,22.0,22.0
413,Cantina del Ponte,Next Week,Tuesday,6.0,9.0,0.0,-3.0,-0.3333333333333333,6.0,6.0
414,Cantina del Ponte,Next Week,Wednesday,0.0,3.0,0.0,-3.0,-1.0,0.0,1.0
412,Cantina del Ponte,Next Week,Thursday,5.0,9.0,0.0,-4.0,-0.4444444444444444,5.0,5.0
410,Cantina del Ponte,Next Week,Friday,4.0,15.0,0.0,-11.0,-0.7333333333333333,4.0,4.0
411,Cantina del Ponte,Next Week,Saturday,16.0,8.0,0.0,8.0,1.0,16.0,16.0
1278,Cantina del Ponte,Next Week,Sunday,0.0,-3.0,0.0,3.0,-1.0,0.0,1.0
92,Cantina del Ponte,Next Week,Full Week,31.0,41.0,0.0,-10.0,-0.24390243902439024,31.0,31.0
427,Cantina del Ponte,Two Weeks,Tuesday,0.0,24.0,0.0,-24.0,-1.0,0.0,1.0
1282,Cantina del Ponte,Two Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
426,Cantina del Ponte,Two Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
424,Cantina del Ponte,Two Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
425,Cantina del Ponte,Two Weeks,Saturday,5.0,6.0,0.0,-1.0,-0.16666666666666666,5.0,5.0
96,Cantina del Ponte,Two Weeks,Full Week,5.0,30.0,0.0,-25.0,-0.8333333333333334,5.0,5.0
1281,Cantina del Ponte,Three Weeks,Tuesday,0.0,10.0,0.0,-10.0,-1.0,0.0,1.0
423,Cantina del Ponte,Three Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
422,Cantina del Ponte,Three Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
421,Cantina del Ponte,Three Weeks,Friday,0.0,-7.0,0.0,7.0,-1.0,0.0,1.0
1280,Cantina del Ponte,Three Weeks,Saturday,0.0,6.0,0.0,-6.0,-1.0,0.0,1.0
95,Cantina del Ponte,Three Weeks,Full Week,0.0,9.0,0.0,-9.0,-1.0,0.0,1.0
1277,Cantina del Ponte,Four Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1276,Cantina del Ponte,Four Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
409,Cantina del Ponte,Four Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
91,Cantina del Ponte,Four Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
408,Cantina del Ponte,Five Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1275,Cantina del Ponte,Five Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
90,Cantina del Ponte,Five Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1279,Cantina del Ponte,Six Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
93,Cantina del Ponte,Six Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
455,Coq d'Argent,This Week,Tuesday,-3.0,0.0,38.0,-3.0,-3.0,-41.0,-1.0789473684210527
456,Coq d'Argent,This Week,Wednesday,2.0,5.0,30.0,-3.0,-0.6,-28.0,-0.9333333333333333
454,Coq d'Argent,This Week,Thursday,-12.0,13.0,36.0,-25.0,-1.9230769230769231,-48.0,-1.3333333333333333
451,Coq d'Argent,This Week,Friday,25.0,7.0,5.0,18.0,2.5714285714285716,20.0,4.0
452,Coq d'Argent,This Week,Saturday,-6.0,-29.0,5.0,23.0,-0.7931034482758621,-11.0,-2.2
453,Coq d'Argent,This Week,Sunday,-4.0,9.0,0.0,-13.0,-1.4444444444444444,-4.0,-4.0
103,Coq d'Argent,This Week,Full Week,2.0,5.0,114.0,-3.0,-0.6,-112.0,-0.9824561403508771
443,Coq d'Argent,Next Week,Monday,5.0,35.0,22.0,-30.0,-0.8571428571428571,-17.0,-0.7727272727272727
447,Coq d'Argent,Next Week,Tuesday,14.0,17.0,8.0,-3.0,-0.17647058823529413,6.0,0.75
448,Coq d'Argent,Next Week,Wednesday,9.0,17.0,17.0,-8.0,-0.47058823529411764,-8.0,-0.47058823529411764
446,Coq d'Argent,Next Week,Thursday,5.0,13.0,5.0,-8.0,-0.6153846153846154,0.0,0.2
442,Coq d'Argent,Next Week,Friday,29.0,13.0,2.0,16.0,1.2307692307692308,27.0,13.5
444,Coq d'Argent,Next Week,Saturday,2.0,11.0,0.0,-9.0,-0.8181818181818182,2.0,2.0
445,Coq d'Argent,Next Week,Sunday,-10.0,2.0,2.0,-12.0,-6.0,-12.0,-6.0
100,Coq d'Argent,Next Week,Full Week,54.0,108.0,56.0,-54.0,-0.5,-2.0,-0.03571428571428571
463,Coq d'Argent,Two Weeks,Monday,0.0,-5.0,0.0,5.0,-1.0,0.0,1.0
467,Coq d'Argent,Two Weeks,Tuesday,4.0,2.0,0.0,2.0,1.0,4.0,4.0
468,Coq d'Argent,Two Weeks,Wednesday,-2.0,1.0,0.0,-3.0,-3.0,-2.0,-2.0
466,Coq d'Argent,Two Weeks,Thursday,4.0,2.0,0.0,2.0,1.0,4.0,4.0
1291,Coq d'Argent,Two Weeks,Friday,0.0,22.0,0.0,-22.0,-1.0,0.0,1.0
464,Coq d'Argent,Two Weeks,Saturday,0.0,-8.0,0.0,8.0,-1.0,0.0,1.0
465,Coq d'Argent,Two Weeks,Sunday,-2.0,4.0,0.0,-6.0,-1.5,-2.0,-2.0
105,Coq d'Argent,Two Weeks,Full Week,4.0,18.0,0.0,-14.0,-0.7777777777777778,4.0,4.0
457,Coq d'Argent,Three Weeks,Monday,2.0,6.0,2.0,-4.0,-0.6666666666666666,0.0,0.5
461,Coq d'Argent,Three Weeks,Tuesday,0.0,11.0,-12.0,-11.0,-1.0,12.0,-1.0
462,Coq d'Argent,Three Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
460,Coq d'Argent,Three Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1290,Coq d'Argent,Three Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
458,Coq d'Argent,Three Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
459,Coq d'Argent,Three Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
104,Coq d'Argent,Three Weeks,Full Week,2.0,17.0,-10.0,-15.0,-0.8823529411764706,12.0,-1.2
1284,Coq d'Argent,Four Weeks,Monday,0.0,0.0,4.0,0.0,1.0,-4.0,-1.0
1286,Coq d'Argent,Four Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
441,Coq d'Argent,Four Weeks,Wednesday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
440,Coq d'Argent,Four Weeks,Thursday,2.0,5.0,0.0,-3.0,-0.6,2.0,2.0
439,Coq d'Argent,Four Weeks,Friday,0.0,0.0,3.0,0.0,1.0,-3.0,-1.0
1776,Coq d'Argent,Four Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1285,Coq d'Argent,Four Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
99,Coq d'Argent,Four Weeks,Full Week,2.0,5.0,9.0,-3.0,-0.6,-7.0,-0.7777777777777778
435,Coq d'Argent,Five Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
438,Coq d'Argent,Five Weeks,Tuesday,0.0,0.0,5.0,0.0,1.0,-5.0,-1.0
1283,Coq d'Argent,Five Weeks,Wednesday,0.0,0.0,3.0,0.0,1.0,-3.0,-1.0
437,Coq d'Argent,Five Weeks,Thursday,0.0,0.0,3.0,0.0,1.0,-3.0,-1.0
434,Coq d'Argent,Five Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
436,Coq d'Argent,Five Weeks,Saturday,4.0,0.0,0.0,4.0,4.0,4.0,4.0
1775,Coq d'Argent,Five Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
98,Coq d'Argent,Five Weeks,Full Week,4.0,0.0,11.0,4.0,4.0,-7.0,-0.6363636363636364
1288,Coq d'Argent,Six Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1289,Coq d'Argent,Six Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
450,Coq d'Argent,Six Weeks,Wednesday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
1784,Coq d'Argent,Six Weeks,Thursday,0.0,0.0,-2.0,0.0,1.0,2.0,-1.0
1782,Coq d'Argent,Six Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
449,Coq d'Argent,Six Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1783,Coq d'Argent,Six Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
102,Coq d'Argent,Six Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1778,Coq d'Argent,Seven Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1780,Coq d'Argent,Seven Weeks,Tuesday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
1781,Coq d'Argent,Seven Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1779,Coq d'Argent,Seven Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1777,Coq d'Argent,Seven Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1287,Coq d'Argent,Seven Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
101,Coq d'Argent,Seven Weeks,Full Week,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
1769,Coq d'Argent,Eight Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1773,Coq d'Argent,Eight Weeks,Tuesday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
1774,Coq d'Argent,Eight Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1772,Coq d'Argent,Eight Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1768,Coq d'Argent,Eight Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1770,Coq d'Argent,Eight Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1771,Coq d'Argent,Eight Weeks,Sunday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
97,Coq d'Argent,Eight Weeks,Full Week,0.0,0.0,4.0,0.0,1.0,-4.0,-1.0
1806,Crafthouse,This Week,Tuesday,0.0,0.0,-14.0,0.0,1.0,14.0,-1.0
1807,Crafthouse,This Week,Wednesday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
1805,Crafthouse,This Week,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1802,Crafthouse,This Week,Friday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
1803,Crafthouse,This Week,Saturday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
1804,Crafthouse,This Week,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
112,Crafthouse,This Week,Full Week,0.0,0.0,-8.0,0.0,1.0,8.0,-1.0
1795,Crafthouse,Next Week,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1796,Crafthouse,Next Week,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
482,Crafthouse,Next Week,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
481,Crafthouse,Next Week,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
478,Crafthouse,Next Week,Friday,-18.0,0.0,-8.0,-18.0,-18.0,-10.0,1.25
479,Crafthouse,Next Week,Saturday,4.0,0.0,0.0,4.0,4.0,4.0,4.0
480,Crafthouse,Next Week,Sunday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
109,Crafthouse,Next Week,Full Week,-14.0,0.0,-6.0,-14.0,-14.0,-8.0,1.3333333333333333
491,Crafthouse,Two Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
494,Crafthouse,Two Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
495,Crafthouse,Two Weeks,Wednesday,6.0,0.0,0.0,6.0,6.0,6.0,6.0
493,Crafthouse,Two Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
490,Crafthouse,Two Weeks,Friday,0.0,2.0,2.0,-2.0,-1.0,-2.0,-1.0
1301,Crafthouse,Two Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
492,Crafthouse,Two Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
114,Crafthouse,Two Weeks,Full Week,6.0,2.0,2.0,4.0,2.0,4.0,2.0
485,Crafthouse,Three Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
488,Crafthouse,Three Weeks,Tuesday,0.0,0.0,4.0,0.0,1.0,-4.0,-1.0
489,Crafthouse,Three Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
487,Crafthouse,Three Weeks,Thursday,0.0,2.0,0.0,-2.0,-1.0,0.0,1.0
1299,Crafthouse,Three Weeks,Friday,0.0,-2.0,0.0,2.0,-1.0,0.0,1.0
486,Crafthouse,Three Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1300,Crafthouse,Three Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
113,Crafthouse,Three Weeks,Full Week,0.0,0.0,4.0,0.0,1.0,-4.0,-1.0
474,Crafthouse,Four Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1296,Crafthouse,Four Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1297,Crafthouse,Four Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
477,Crafthouse,Four Weeks,Thursday,0.0,5.0,0.0,-5.0,-1.0,0.0,1.0
1794,Crafthouse,Four Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
475,Crafthouse,Four Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
476,Crafthouse,Four Weeks,Sunday,2.0,0.0,0.0,2.0,2.0,2.0,2.0
108,Crafthouse,Four Weeks,Full Week,2.0,5.0,0.0,-3.0,-0.6,2.0,2.0
1293,Crafthouse,Five Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1295,Crafthouse,Five Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1793,Crafthouse,Five Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1294,Crafthouse,Five Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1792,Crafthouse,Five Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
473,Crafthouse,Five Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
107,Crafthouse,Five Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1801,Crafthouse,Six Weeks,Tuesday,0.0,0.0,4.0,0.0,1.0,-4.0,-1.0
1800,Crafthouse,Six Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1799,Crafthouse,Six Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1298,Crafthouse,Six Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
111,Crafthouse,Six Weeks,Full Week,0.0,0.0,4.0,0.0,1.0,-4.0,-1.0
1798,Crafthouse,Seven Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
484,Crafthouse,Seven Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1797,Crafthouse,Seven Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
483,Crafthouse,Seven Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
110,Crafthouse,Seven Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1791,Crafthouse,Eight Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1790,Crafthouse,Eight Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1789,Crafthouse,Eight Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
471,Crafthouse,Eight Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
472,Crafthouse,Eight Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
106,Crafthouse,Eight Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1819,East 59th,This Week,Tuesday,0.0,0.0,-4.0,0.0,1.0,4.0,-1.0
1307,East 59th,This Week,Wednesday,0.0,0.0,-3.0,0.0,1.0,3.0,-1.0
1818,East 59th,This Week,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
509,East 59th,This Week,Friday,-12.0,0.0,2.0,-12.0,-12.0,-14.0,-7.0
1816,East 59th,This Week,Saturday,0.0,0.0,5.0,0.0,1.0,-5.0,-1.0
1817,East 59th,This Week,Sunday,0.0,0.0,4.0,0.0,1.0,-4.0,-1.0
121,East 59th,This Week,Full Week,-12.0,0.0,4.0,-12.0,-12.0,-16.0,-4.0
1813,East 59th,Next Week,Monday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
1814,East 59th,Next Week,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
507,East 59th,Next Week,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
506,East 59th,Next Week,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
503,East 59th,Next Week,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
504,East 59th,Next Week,Saturday,-3.0,0.0,0.0,-3.0,-3.0,-3.0,-3.0
505,East 59th,Next Week,Sunday,0.0,0.0,10.0,0.0,1.0,-10.0,-1.0
118,East 59th,Next Week,Full Week,-3.0,0.0,12.0,-3.0,-3.0,-15.0,-1.25
1822,East 59th,Two Weeks,Monday,0.0,0.0,4.0,0.0,1.0,-4.0,-1.0
515,East 59th,Two Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
516,East 59th,Two Weeks,Wednesday,4.0,0.0,0.0,4.0,4.0,4.0,4.0
514,East 59th,Two Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1311,East 59th,Two Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
512,East 59th,Two Weeks,Saturday,2.0,8.0,0.0,-6.0,-0.75,2.0,2.0
513,East 59th,Two Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
123,East 59th,Two Weeks,Full Week,6.0,8.0,4.0,-2.0,-0.25,2.0,0.5
1821,East 59th,Three Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
511,East 59th,Three Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1310,East 59th,Three Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
510,East 59th,Three Weeks,Thursday,14.0,0.0,0.0,14.0,14.0,14.0,14.0
1820,East 59th,Three Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1308,East 59th,Three Weeks,Saturday,0.0,3.0,0.0,-3.0,-1.0,0.0,1.0
1309,East 59th,Three Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
122,East 59th,Three Weeks,Full Week,14.0,3.0,0.0,11.0,3.6666666666666665,14.0,14.0
