,Restaurant,Week,Day,This Week,Last Week,Last Year,vs. LW,vs. LW %,vs. LY,vs. LY %
39,100 Wardour St,Two Weeks,Tuesday,32.0,16.0,71.0,16.0,1.0,-39.0,-0.5492957746478874
40,100 Wardour St,Two Weeks,Wednesday,29.0,23.0,0.0,6.0,0.2608695652173913,29.0,29.0
38,100 Wardour St,Two Weeks,Thursday,30.0,161.0,0.0,-131.0,-0.8136645962732919,30.0,30.0
34,100 Wardour St,Two Weeks,Friday,9.0,105.0,178.0,-96.0,-0.9142857142857143,-169.0,-0.949438202247191
36,100 Wardour St,Two Weeks,Saturday,19.0,535.0,329.0,-516.0,-0.9644859813084112,-310.0,-0.9422492401215805
37,100 Wardour St,Two Weeks,Sunday,89.0,50.0,111.0,39.0,0.78,-22.0,-0.1981981981981982
8,100 Wardour St,Two Weeks,Full Week,218.0,893.0,699.0,-675.0,-0.7558790593505039,-481.0,-0.6881258941344778
28,100 Wardour St,Three Weeks,Monday,15.0,2.0,0.0,13.0,6.5,15.0,15.0
32,100 Wardour St,Three Weeks,Tuesday,4.0,14.0,318.0,-10.0,-0.7142857142857143,-314.0,-0.9874213836477987
33,100 Wardour St,Three Weeks,Wednesday,24.0,24.0,0.0,0.0,0.041666666666666664,24.0,24.0
31,100 Wardour St,Three Weeks,Thursday,74.0,17.0,7.0,57.0,3.3529411764705883,67.0,9.571428571428571
27,100 Wardour St,Three Weeks,Friday,4.0,9.0,19.0,-5.0,-0.5555555555555556,-15.0,-0.7894736842105263
29,100 Wardour St,Three Weeks,Saturday,16.0,17.0,82.0,-1.0,-0.058823529411764705,-66.0,-0.8048780487804879
30,100 Wardour St,Three Weeks,Sunday,10.0,71.0,31.0,-61.0,-0.8591549295774648,-21.0,-0.6774193548387096
7,100 Wardour St,Three Weeks,Full Week,147.0,154.0,457.0,-7.0,-0.045454545454545456,-310.0,-0.6783369803063457
1162,100 Wardour St,Four Weeks,Monday,0.0,17.0,0.0,-17.0,-1.0,0.0,1.0
1164,100 Wardour St,Four Weeks,Tuesday,0.0,2.0,8.0,-2.0,-1.0,-8.0,-1.0
1165,100 Wardour St,Four Weeks,Wednesday,0.0,10.0,59.0,-10.0,-1.0,-59.0,-1.0
1163,100 Wardour St,Four Weeks,Thursday,0.0,80.0,10.0,-80.0,-1.0,-10.0,-1.0
1161,100 Wardour St,Four Weeks,Friday,0.0,4.0,42.0,-4.0,-1.0,-42.0,-1.0
7,100 Wardour St,Four Weeks,Saturday,22.0,8.0,285.0,14.0,1.75,-263.0,-0.9228070175438596
8,100 Wardour St,Four Weeks,Sunday,8.0,2.0,16.0,6.0,3.0,-8.0,-0.5
2,100 Wardour St,Four Weeks,Full Week,30.0,123.0,420.0,-93.0,-0.7560975609756098,-390.0,-0.9285714285714286
1467,100 Wardour St,Five Weeks,Monday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
1468,100 Wardour St,Five Weeks,Wednesday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
6,100 Wardour St,Five Weeks,Thursday,4.0,0.0,51.0,4.0,4.0,-47.0,-0.9215686274509803
1466,100 Wardour St,Five Weeks,Friday,0.0,0.0,39.0,0.0,1.0,-39.0,-1.0
5,100 Wardour St,Five Weeks,Saturday,8.0,22.0,213.0,-14.0,-0.6363636363636364,-205.0,-0.9624413145539906
1160,100 Wardour St,Five Weeks,Sunday,0.0,8.0,24.0,-8.0,-1.0,-24.0,-1.0
1,100 Wardour St,Five Weeks,Full Week,12.0,30.0,331.0,-18.0,-0.6,-319.0,-0.9637462235649547
20,100 Wardour St,Six Weeks,Thursday,2.0,4.0,10.0,-2.0,-0.5,-8.0,-0.8
1469,100 Wardour St,Six Weeks,Friday,0.0,0.0,29.0,0.0,1.0,-29.0,-1.0
1166,100 Wardour St,Six Weeks,Saturday,0.0,6.0,207.0,-6.0,-1.0,-207.0,-1.0
1470,100 Wardour St,Six Weeks,Sunday,0.0,0.0,6.0,0.0,1.0,-6.0,-1.0
5,100 Wardour St,Six Weeks,Full Week,2.0,10.0,252.0,-8.0,-0.8,-250.0,-0.9920634920634921
19,100 Wardour St,Seven Weeks,Thursday,4.0,2.0,0.0,2.0,1.0,4.0,4.0
16,100 Wardour St,Seven Weeks,Friday,13.0,0.0,2.0,13.0,13.0,11.0,5.5
17,100 Wardour St,Seven Weeks,Saturday,12.0,0.0,169.0,12.0,12.0,-157.0,-0.9289940828402367
18,100 Wardour St,Seven Weeks,Sunday,4.0,0.0,0.0,4.0,4.0,4.0,4.0
4,100 Wardour St,Seven Weeks,Full Week,33.0,2.0,171.0,31.0,15.5,-138.0,-0.8070175438596491
1463,100 Wardour St,Eight Weeks,Monday,0.0,0.0,40.0,0.0,1.0,-40.0,-1.0
1465,100 Wardour St,Eight Weeks,Tuesday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
1159,100 Wardour St,Eight Weeks,Thursday,0.0,4.0,4.0,-4.0,-1.0,-4.0,-1.0
1158,100 Wardour St,Eight Weeks,Friday,0.0,13.0,0.0,-13.0,-1.0,0.0,1.0
